,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,2312,1,1,India,Ishan Kishan,Agha Salman,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,803372,12.00,35.50,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,0,0,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
1,2,2312,1,1,India,Ishan Kishan,Agha Salman,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,803373,-148.00,91.50,1,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,2,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
2,3,2312,1,1,India,Abhishek Sharma,Agha Salman,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,803374,96.50,55.00,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,3,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
3,4,2312,1,1,India,Abhishek Sharma,Agha Salman,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,803375,94.00,48.50,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,4,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
4,5,2312,1,1,India,Abhishek Sharma,Agha Salman,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,803376,111.00,37.00,0,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,5,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
5,6,2312,1,1,India,Abhishek Sharma,Agha Salman,,1,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,0.6,1,1,0,803377,-44.00,125.50,0,0,,,Knuckleball,11,LOFTED ON DRIVE,0,0,6,0,1,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
6,1,2312,1,1,India,Ishan Kishan,Shaheen Afridi,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,1,1,0,803378,-210.50,8.00,6,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,1,1,7,1,Outside Off stump,Short of Good Length,2,0,0,0,0,0,0,0
7,2,2312,1,1,India,Ishan Kishan,Shaheen Afridi,,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.2,1,1,0,803379,-18.50,-153.00,4,0,,,Knuckleball,46,FRONTFOOT PULL SHOT,0,0,2,1,11,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
8,3,2312,1,1,India,Ishan Kishan,Shaheen Afridi,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,803380,-152.50,-24.50,1,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,3,1,12,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
9,4,2312,1,1,India,N Tilak Varma,Shaheen Afridi,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,803381,1.00,26.00,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,1,12,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
10,5,2312,1,1,India,N Tilak Varma,Shaheen Afridi,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,803382,81.00,-10.00,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,5,1,12,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
11,6,2312,1,1,India,N Tilak Varma,Shaheen Afridi,,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.6,1,1,0,803383,31.50,-151.50,4,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,6,1,16,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
12,1,2312,1,1,India,Ishan Kishan,Agha Salman,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,1,1,0,803384,-161.00,163.50,4,0,,,Knuckleball,11,LOFTED ON DRIVE,0,0,1,2,20,1,Outside Off stump,Full Length,1,0,0,0,0,0,0,0
13,2,2312,1,1,India,Ishan Kishan,Agha Salman,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,803385,68.00,2.50,0,0,,,Knuckleball,74,STEP DOWN ON DRIVE,0,0,2,2,20,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
14,3,2312,1,1,India,Ishan Kishan,Agha Salman,,3,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,803386,-157.00,-31.50,2,0,,,Knuckleball,95,SLOG SWEEP,0,0,3,2,22,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
15,4,2312,1,1,India,Ishan Kishan,Agha Salman,,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,803387,-92.00,46.00,1,0,,,Knuckleball,74,STEP DOWN ON DRIVE,0,0,4,2,23,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
16,5,2312,1,1,India,N Tilak Varma,Agha Salman,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,803388,-54.00,67.00,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,5,2,24,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
17,6,2312,1,1,India,Ishan Kishan,Agha Salman,,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,803389,61.00,144.00,1,0,,,Knuckleball,11,LOFTED ON DRIVE,0,0,6,2,25,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
18,1,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.1,1,1,0,803390,7.00,70.00,0,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,1,3,25,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
19,2,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,803391,55.50,-46.00,0,0,,,Knuckleball,36,CUT SHOT,0,0,2,3,25,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
20,3,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.3,1,1,0,803392,-198.50,-23.00,4,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,3,3,29,1,Off stump,Good Length,0,0,0,0,0,0,0,0
21,4,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,803393,104.00,43.00,0,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,4,3,29,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
22,5,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,803394,-18.50,72.50,0,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,5,3,29,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
23,6,2312,1,1,India,Ishan Kishan,Saim Ayub,,4,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,803395,-50.00,111.50,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,6,3,30,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
24,1,2312,1,1,India,Ishan Kishan,Abrar Ahmed,,5,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,4.1,1,1,0,803396,-181.00,-73.00,6,0,,,Knuckleball,95,SLOG SWEEP,0,0,1,4,36,1,Outside Leg stump,Full Length,1,0,0,0,0,0,0,0
25,2,2312,1,1,India,Ishan Kishan,Abrar Ahmed,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,803397,0.00,-6.00,0,0,,,Knuckleball,95,SLOG SWEEP,0,0,2,4,36,1,Outside Leg stump,Full Length,0,0,0,0,0,0,0,0
