,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,366125,,,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,1,0,0,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
1,2,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,366127,,,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,2,0,0,0,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
2,3,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,366129,,,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,3,0,0,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
3,4,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,366130,-173.89,88.99,4,0,,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,4,0,4,0,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
4,5,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,366132,-81.80,-78.60,1,0,,42,OUTSWINGER,44,GLIDE,0,0,5,0,5,0,Off stump,Full Length,0,0,0,0,0,0,0,0
5,6,1197,1,1,India,Shubman Gill,Kasun Rajitha,,1,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,366134,128.62,47.55,2,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,6,0,7,0,Off stump,Good Length,0,0,0,0,0,0,0,0
6,1,1197,1,1,India,Rohit Sharma,Maheesh Theekshana,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,366137,-77.66,-25.65,0,0,,25,OFF SPIN,36,CUT SHOT,0,0,1,1,7,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
7,2,1197,1,1,India,Rohit Sharma,Maheesh Theekshana,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,366139,56.33,142.86,1,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,2,1,8,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
8,3,1197,1,1,India,Shubman Gill,Maheesh Theekshana,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,366141,-67.53,46.63,0,0,,33,CARROM BALL,27,FORWARD PUSH,0,0,3,1,8,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
9,4,1197,1,1,India,Shubman Gill,Maheesh Theekshana,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,366143,103.75,-13.22,1,0,,33,CARROM BALL,27,FORWARD PUSH,0,0,4,1,9,0,Off stump,Good Length,0,0,0,0,0,0,0,0
10,5,1197,1,1,India,Rohit Sharma,Maheesh Theekshana,,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,366145,113.88,-52.82,1,0,,33,CARROM BALL,40,FRONTFOOT FLICK,0,0,5,1,10,0,Middle stump,Full Length,0,0,0,0,0,0,0,0
11,6,1197,1,1,India,Shubman Gill,Maheesh Theekshana,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,366147,-16.42,52.16,0,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,6,1,10,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
12,1,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,366149,-16.42,52.16,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,1,2,10,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
13,2,1197,1,1,India,Rohit Sharma,Kasun Rajitha,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,366151,-98.38,30.98,0,0,,39,ANGLED IN,89,STEP DOWN COVER DRIVE,0,0,2,2,10,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
