,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,393,1,8,Pakistan,Mohammad Rizwan,Hamza Tahir,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,154766,-97.00,29.14,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,393,1,8,Pakistan,Mohammad Rizwan,Hamza Tahir,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,154767,-41.28,111.09,0,0,,,Knuckleball,21,SD OFF,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,393,1,8,Pakistan,Mohammad Rizwan,Hamza Tahir,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,154768,-41.28,111.09,0,0,,,Knuckleball,95,SLOG SWEEP,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,393,1,8,Pakistan,Mohammad Rizwan,Hamza Tahir,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,154769,10.28,63.21,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,393,1,8,Pakistan,Mohammad Rizwan,Hamza Tahir,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,154770,135.98,-37.63,1,0,,,Knuckleball,55,SWEEP SHOT,0,0,5,0,1,0,0,0,0,0,0,0,0,0
5,6,393,1,8,Pakistan,Babar Azam,Hamza Tahir,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,154771,-59.24,43.41,0,0,,,Knuckleball,40,FLICK,0,0,6,0,1,0,0,0,0,0,0,0,0,0
6,1,393,1,8,Pakistan,Mohammad Rizwan,Brad Wheal,,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,154772,147.03,-9.08,2,0,,,Knuckleball,40,FLICK,0,0,1,1,3,0,1,0,0,0,0,0,0,0
7,2,393,1,8,Pakistan,Mohammad Rizwan,Brad Wheal,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,154773,53.56,94.52,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,2,1,3,0,0,0,0,0,0,0,0,0
8,3,393,1,8,Pakistan,Mohammad Rizwan,Brad Wheal,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,154774,-50.03,103.73,1,0,,,Knuckleball,6,BACKFOOT OFF DRIVE,0,0,3,1,4,0,0,0,0,0,0,0,0,0
9,4,393,1,8,Pakistan,Babar Azam,Brad Wheal,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,154775,-91.47,68.73,1,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,1,5,0,0,0,0,0,0,0,0,0
