,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,392,1,9,Afghanistan,Hazratullah Zazai,Tim Southee,,1,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.1,2,1,1,154532,,,1,0,,30,ANGLED ACROSS,105,LEFT ALONE,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,2,392,1,9,Afghanistan,Hazratullah Zazai,Tim Southee,,1,1,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.1,2,1,1,154533,,,1,0,,41,INSWINGER,54,LEG GLANCE,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2,3,392,1,9,Afghanistan,Mohammad Shahzad,Tim Southee,,1,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.2,2,1,0,154534,-25.50,211.00,4,0,,42,OUTSWINGER,13,LOFT STRAIGHT,0,0,3,0,6,0,0,0,0,0,0,0,0,0
3,4,392,1,9,Afghanistan,Mohammad Shahzad,Tim Southee,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,154535,56.50,107.00,0,0,,39,ANGLED IN,74,SD ON,0,0,4,0,6,0,0,0,0,0,0,0,0,0
4,5,392,1,9,Afghanistan,Mohammad Shahzad,Tim Southee,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,154536,35.50,-53.00,0,0,,39,ANGLED IN,40,FLICK,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,392,1,9,Afghanistan,Mohammad Shahzad,Tim Southee,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,154537,35.50,-53.00,0,0,,8,OFF CUTTER,13,LOFT STRAIGHT,0,0,6,0,6,0,0,0,0,0,0,0,0,0
6,7,392,1,9,Afghanistan,Mohammad Shahzad,Tim Southee,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,154538,58.50,53.00,0,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,7,0,6,0,0,0,0,0,0,0,0,0
7,1,392,1,9,Afghanistan,Hazratullah Zazai,Trent Boult,,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,154539,-94.50,-49.00,1,0,,39,ANGLED IN,40,FLICK,0,0,1,1,7,0,1,0,0,0,0,0,0,0
8,2,392,1,9,Afghanistan,Mohammad Shahzad,Trent Boult,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,154540,-56.50,-25.00,0,0,,41,INSWINGER,44,GLIDE,0,0,2,1,7,0,0,0,0,0,0,0,0,0
9,3,392,1,9,Afghanistan,Mohammad Shahzad,Trent Boult,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,154541,-56.50,-25.00,0,0,,36,BOUNCER,105,LEFT ALONE,1,0,3,1,7,0,0,0,0,0,0,0,0,0
