,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,244126,-72.59,-13.22,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,244127,-48.65,-18.29,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.3,1,1,1,244128,-48.65,-18.29,1,0,,,Knuckleball,105,LEFT ALONE,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.3,1,1,1,244129,-48.65,-18.29,1,0,,,Knuckleball,40,FRONTFOOT FLICK,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,1,1,0,244130,-168.82,-39.93,4,0,,,Knuckleball,59,FRONTFOOT SQUARE DRIVE,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,244131,-104.82,-125.11,4,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,6,0,10,0,0,0,0,0,0,0,0,0
6,7,649,1,52,India Women,Shafali Verma,Lauren Bell,,1,5,2 (WD),2,0,0,0,0,0,2,1,0,0,0,0,0,0,,,0,0.5,1,1,1,244132,-104.82,-125.11,2,0,,,Knuckleball,54,LEG GLANCE,0,0,7,0,12,0,0,0,0,0,0,0,0,0
7,8,649,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,244133,-27.47,15.32,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,8,0,12,0,0,0,0,0,0,0,0,0
8,9,649,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,244134,60.47,32.82,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,9,0,12,0,0,0,0,0,0,0,0,0
9,1,649,1,52,India Women,Shafali Verma,Kate Cross,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,244135,-75.82,-5.40,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,1,1,12,0,1,0,0,0,0,0,0,0
