,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,0,117628,41.50,17.00,0,0,42,OUTSWINGER,84,OFF DRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,0,117629,-117.50,-14.00,1,0,39,ANGLED IN,36,CUT SHOT,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2,3,333,1,3,England,Jos Buttler,Bhuvneshwar Kumar,,1,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,0.3,0,117630,-117.50,-14.00,0,0,39,ANGLED IN,40,FLICK,0,0,3,0,1,1,1,0,0,0,0,0,0,0
3,4,333,1,3,England,Dawid Malan,Bhuvneshwar Kumar,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,0,117631,-117.50,-14.00,0,0,30,ANGLED ACROSS,44,GLIDE,0,0,4,0,1,1,2,0,0,0,0,0,0,0
4,5,333,1,3,England,Dawid Malan,Bhuvneshwar Kumar,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,0,117632,-32.50,13.00,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,5,0,1,1,0,0,0,0,0,0,0,0
5,6,333,1,3,England,Dawid Malan,Bhuvneshwar Kumar,,1,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.6,0,117633,187.50,44.00,4,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,6,0,5,1,0,0,0,0,0,0,0,0
6,1,333,1,3,England,Jason Roy,Washington Sundar,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,0,117634,74.50,214.00,6,0,25,OFF SPIN,11,LOFT ON,0,0,1,1,11,1,1,0,0,0,0,0,0,0
7,2,333,1,3,England,Jason Roy,Washington Sundar,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,0,117635,-78.50,-15.00,0,0,25,OFF SPIN,36,CUT SHOT,0,0,2,1,11,1,0,0,0,0,0,0,0,0
8,3,333,1,3,England,Jason Roy,Washington Sundar,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,0,117636,83.50,137.00,1,0,25,OFF SPIN,47,ON DRIVE,0,0,3,1,12,1,0,0,0,0,0,0,0,0
9,4,333,1,3,England,Dawid Malan,Washington Sundar,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,0,117637,87.50,48.00,0,0,25,OFF SPIN,97,BACKFOOT PUSH,0,0,4,1,12,1,0,0,0,0,0,0,0,0
10,5,333,1,3,England,Dawid Malan,Washington Sundar,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,0,117638,80.50,36.00,0,0,25,OFF SPIN,27,FORWARD PUSH,0,0,5,1,12,1,0,0,0,0,0,0,0,0
11,6,333,1,3,England,Dawid Malan,Washington Sundar,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,0,117639,-34.50,23.00,0,0,25,OFF SPIN,21,SD OFF,0,0,6,1,12,1,0,0,0,0,0,0,0,0
12,1,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,0,117640,-11.50,-14.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,1,2,12,1,1,0,0,0,0,0,0,0
13,2,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,3,2,4 (LB),4,0,0,0,0,1,4,0,0,0,1,1,0,0,,,0,2.2,1,117641,-11.50,-14.00,4,0,39,ANGLED IN,49,FORWARD DEFENCE,0,0,2,2,16,1,0,0,0,0,0,0,0,0
14,3,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,3,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.3,0,117642,172.50,-11.00,4,0,39,ANGLED IN,74,SD ON,0,0,3,2,20,1,0,0,0,0,0,0,0,0
15,4,333,1,3,England,Jason Roy,Bhuvneshwar Kumar,,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.4,0,117643,144.50,11.00,1,0,39,ANGLED IN,37,SD FLICK,0,0,4,2,21,1,0,0,0,0,0,0,0,0
16,5,333,1,3,England,Dawid Malan,Bhuvneshwar Kumar,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.5,0,117644,38.50,-45.00,0,0,46,LEGCUTTER,50,BACKFOOT DEFENCE,0,0,5,2,21,1,0,0,0,0,0,0,0,0
17,6,333,1,3,England,Dawid Malan,Bhuvneshwar Kumar,,3,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.6,0,117645,-56.50,-93.00,2,0,46,LEGCUTTER,50,BACKFOOT DEFENCE,0,0,6,2,23,1,0,0,0,0,0,0,0,0
18,1,333,1,3,England,Jason Roy,Washington Sundar,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,0,117646,45.50,169.00,1,0,25,OFF SPIN,47,ON DRIVE,0,0,1,3,24,1,1,0,0,0,0,0,0,0
19,2,333,1,3,England,Dawid Malan,Washington Sundar,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,0,117647,92.50,47.00,0,0,25,OFF SPIN,51,FRONTFOOT COVERDRIVE,0,0,2,3,24,1,0,0,0,0,0,0,0,0
20,3,333,1,3,England,Dawid Malan,Washington Sundar,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,0,117648,-52.50,102.00,1,0,25,OFF SPIN,46,FRONTFOOT PULL SHOT,0,0,3,3,25,1,0,0,0,0,0,0,0,0
21,4,333,1,3,England,Jason Roy,Washington Sundar,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.4,0,117649,76.50,147.00,1,0,25,OFF SPIN,46,FRONTFOOT PULL SHOT,0,0,4,3,26,1,0,0,0,0,0,0,0,0
22,5,333,1,3,England,Dawid Malan,Washington Sundar,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,0,117650,76.50,147.00,0,0,25,OFF SPIN,55,SWEEP SHOT,0,0,5,3,26,1,0,0,0,0,0,0,0,0
23,6,333,1,3,England,Dawid Malan,Washington Sundar,,4,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.6,0,117651,-45.50,208.00,4,0,25,OFF SPIN,11,LOFT ON,0,0,6,3,30,1,0,0,0,0,0,0,0,0
24,1,333,1,3,England,Jason Roy,Shardul Thakur,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,0,117652,-45.50,208.00,0,0,39,ANGLED IN,70,SD PULL,0,0,1,4,30,1,1,0,0,0,0,0,0,0
25,2,333,1,3,England,Jason Roy,Shardul Thakur,,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.2,0,117653,154.50,8.00,1,0,39,ANGLED IN,40,FLICK,0,0,2,4,31,1,0,0,0,0,0,0,0,0
26,3,333,1,3,England,Dawid Malan,Shardul Thakur,,5,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,4.3,1,117654,154.50,8.00,1,0,16,SLOW BOUNCER,105,LEFT ALONE,0,0,3,4,32,1,0,0,0,0,0,0,0,0
27,4,333,1,3,England,Dawid Malan,Shardul Thakur,,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.3,0,117655,-31.50,-58.00,0,0,38,STRAIGHT BALL,54,LEG GLANCE,0,0,4,4,32,1,0,0,0,0,0,0,0,0
28,5,333,1,3,England,Dawid Malan,Shardul Thakur,,5,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.4,0,117656,42.50,-154.00,4,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,5,4,36,1,0,0,0,0,0,0,0,0
29,6,333,1,3,England,Dawid Malan,Shardul Thakur,,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.5,0,117657,143.50,33.00,1,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,6,4,37,1,0,0,0,0,0,0,0,0
30,7,333,1,3,England,Jason Roy,Shardul Thakur,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.6,0,117658,143.50,33.00,0,0,47,SLOWER BALL,51,FRONTFOOT COVERDRIVE,0,0,7,4,37,1,0,0,0,0,0,0,0,0
31,1,333,1,3,England,Dawid Malan,Hardik Pandya,,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.1,0,117659,-139.50,30.00,1,0,38,STRAIGHT BALL,40,FLICK,0,0,1,5,38,1,1,0,0,0,0,0,0,0
32,2,333,1,3,England,Jason Roy,Hardik Pandya,,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.2,0,117660,144.50,29.00,1,0,39,ANGLED IN,40,FLICK,0,0,2,5,39,1,0,0,0,0,0,0,0,0
33,3,333,1,3,England,Dawid Malan,Hardik Pandya,,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.3,0,117661,106.50,19.00,1,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,3,5,40,1,0,0,0,0,0,0,0,0
34,4,333,1,3,England,Jason Roy,Hardik Pandya,,6,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,5.4,1,117662,-143.50,25.00,1,0,8,OFF CUTTER,40,FLICK,0,0,4,5,41,1,0,0,0,0,0,0,0,0
35,5,333,1,3,England,Jason Roy,Hardik Pandya,,6,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,5.4,0,117663,-144.50,30.00,2,0,8,OFF CUTTER,15,LOFT COVER,0,0,5,5,43,1,0,0,0,0,0,0,0,0
36,6,333,1,3,England,Jason Roy,Hardik Pandya,,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.5,0,117664,-40.50,106.00,1,0,39,ANGLED IN,84,OFF DRIVE,0,0,6,5,44,1,0,0,0,0,0,0,0,0
37,7,333,1,3,England,Dawid Malan,Hardik Pandya,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.6,0,117665,-28.50,-7.00,0,0,39,ANGLED IN,54,LEG GLANCE,0,0,7,5,44,1,0,0,0,0,0,0,0,0
38,1,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.1,0,117666,-28.50,-7.00,0,0,24,LEG SPIN,105,LEFT ALONE,0,0,1,6,44,1,1,0,0,0,0,0,0,0
39,2,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.2,0,117667,-28.50,-7.00,0,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,2,6,44,1,0,0,0,0,0,0,0,0
40,3,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.3,0,117668,-28.50,-7.00,0,0,24,LEG SPIN,36,CUT SHOT,0,0,3,6,44,1,0,0,0,0,0,0,0,0
41,4,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,6.4,1,117669,-28.50,-7.00,1,0,24,LEG SPIN,105,LEFT ALONE,0,0,4,6,45,1,0,0,0,0,0,0,0,0
42,5,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.4,0,117670,-14.50,63.00,0,0,24,LEG SPIN,53,STRAIGHT DRIVE,0,0,5,6,45,1,0,0,0,0,0,0,0,0
43,6,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,6.5,0,117671,179.50,64.00,6,0,24,LEG SPIN,58,PULL SHOT,0,0,6,6,51,1,0,1,1,0,1,0,0,0
44,7,333,1,3,England,Jason Roy,Yuzvendra Chahal,,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.6,0,117672,179.50,64.00,0,0,28,GOOGLY,56,REVERSE SWEEP,0,0,7,6,51,1,0,0,1,0,0,0,0,0
45,1,333,1,3,England,Dawid Malan,Hardik Pandya,,8,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.1,0,117673,120.50,167.00,4,0,8,OFF CUTTER,84,OFF DRIVE,0,0,1,7,55,1,1,0,1,0,0,0,0,0
46,2,333,1,3,England,Dawid Malan,Hardik Pandya,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,0,117674,87.50,-15.00,1,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,2,7,56,1,0,0,1,0,0,0,0,0
47,3,333,1,3,England,Jason Roy,Hardik Pandya,,8,3,2 (LB),2,0,0,0,0,1,2,0,0,0,1,0,0,0,,,0,7.3,1,117675,87.50,-15.00,2,0,39,ANGLED IN,40,FLICK,0,0,3,7,58,1,0,0,1,0,0,0,0,0
48,4,333,1,3,England,Jason Roy,Hardik Pandya,,8,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.4,0,117676,-20.50,211.00,4,0,8,OFF CUTTER,46,FRONTFOOT PULL SHOT,0,0,4,7,62,1,0,0,1,0,0,0,0,0
49,5,333,1,3,England,Jason Roy,Hardik Pandya,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,0,117677,65.50,141.00,1,0,16,SLOW BOUNCER,70,SD PULL,0,0,5,7,63,1,0,0,1,0,0,0,0,0
50,6,333,1,3,England,Dawid Malan,Hardik Pandya,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,0,117678,54.50,156.00,1,0,30,ANGLED ACROSS,84,OFF DRIVE,0,0,6,7,64,1,0,0,1,0,0,0,0,0
51,1,333,1,3,England,Dawid Malan,Yuzvendra Chahal,,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.1,0,117679,54.50,156.00,0,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,1,8,64,1,1,0,1,0,0,0,0,0
52,2,333,1,3,England,Dawid Malan,Yuzvendra Chahal,,9,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,8.2,0,117680,54.50,156.00,0,0,24,LEG SPIN,55,SWEEP SHOT,0,0,2,8,64,2,2,0,1,0,0,0,0,0
53,3,333,1,3,England,Jonny Bairstow,Yuzvendra Chahal,,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.3,0,117681,137.50,57.00,1,0,24,LEG SPIN,58,PULL SHOT,0,0,3,8,65,2,3,0,1,0,0,0,0,0
54,4,333,1,3,England,Jason Roy,Yuzvendra Chahal,,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.4,0,117682,137.50,57.00,0,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,4,8,65,2,0,0,1,0,0,0,0,0
55,5,333,1,3,England,Jason Roy,Yuzvendra Chahal,,9,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.5,0,117683,-75.50,-134.00,4,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,5,8,69,2,0,0,1,0,0,0,0,0
56,6,333,1,3,England,Jason Roy,Yuzvendra Chahal,,9,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,8.6,1,117684,-75.50,-134.00,1,0,24,LEG SPIN,36,CUT SHOT,0,0,6,8,70,2,0,0,1,0,0,0,0,0
57,7,333,1,3,England,Jason Roy,Yuzvendra Chahal,,9,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.6,0,117685,-47.50,-147.00,4,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,7,8,74,2,0,0,1,0,0,0,0,0
58,1,333,1,3,England,Jonny Bairstow,Hardik Pandya,,10,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,9.1,0,117686,103.50,48.00,2,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,1,9,76,2,1,0,1,0,0,0,0,0
59,2,333,1,3,England,Jonny Bairstow,Hardik Pandya,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,0,117687,70.50,151.00,1,0,39,ANGLED IN,47,ON DRIVE,0,0,2,9,77,2,0,0,1,0,0,0,0,0
60,3,333,1,3,England,Jason Roy,Hardik Pandya,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,0,117688,-144.50,58.00,1,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,3,9,78,2,0,0,1,0,0,0,0,0
61,4,333,1,3,England,Jonny Bairstow,Hardik Pandya,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,0,117689,-51.50,-112.00,1,0,8,OFF CUTTER,44,GLIDE,0,0,4,9,79,2,0,0,1,0,0,0,0,0
62,5,333,1,3,England,Jason Roy,Hardik Pandya,,10,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,9.5,0,117690,76.50,138.00,2,0,39,ANGLED IN,31,UPPER CUT,0,0,5,9,81,2,0,0,1,0,0,0,0,0
63,6,333,1,3,England,Jason Roy,Hardik Pandya,,10,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,9.6,0,117691,69.50,159.00,2,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,6,9,83,2,0,0,1,0,0,0,0,0
64,1,333,1,3,England,Jonny Bairstow,Yuzvendra Chahal,,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.1,0,117692,124.50,-50.00,1,0,24,LEG SPIN,97,BACKFOOT PUSH,0,0,1,10,84,2,1,0,1,0,0,0,0,0
65,2,333,1,3,England,Jason Roy,Yuzvendra Chahal,,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.2,0,117693,-73.50,141.00,1,0,24,LEG SPIN,46,FRONTFOOT PULL SHOT,0,0,2,10,85,2,0,0,1,0,0,0,0,0
66,3,333,1,3,England,Jonny Bairstow,Yuzvendra Chahal,,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.3,0,117694,-73.50,141.00,0,0,24,LEG SPIN,55,SWEEP SHOT,0,0,3,10,85,2,0,0,1,0,0,0,0,0
67,4,333,1,3,England,Jonny Bairstow,Yuzvendra Chahal,,11,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.4,0,117695,-64.50,148.00,1,0,24,LEG SPIN,58,PULL SHOT,0,0,4,10,86,2,0,0,1,0,0,0,0,0
68,5,333,1,3,England,Jason Roy,Yuzvendra Chahal,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.5,0,117696,-60.50,143.00,1,0,24,LEG SPIN,6,BACKFOOT OFF DRIVE,0,0,5,10,87,2,0,0,1,0,0,0,0,0
69,6,333,1,3,England,Jonny Bairstow,Yuzvendra Chahal,,11,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,10.6,0,117697,17.50,211.00,4,0,24,LEG SPIN,46,FRONTFOOT PULL SHOT,0,0,6,10,91,2,0,0,1,0,0,0,0,0
70,1,333,1,3,England,Jason Roy,Washington Sundar,,12,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,11.1,0,117698,140.50,30.00,0,0,25,OFF SPIN,18,SLOG SHOT,0,0,1,11,91,3,1,0,1,0,0,0,0,0
71,2,333,1,3,England,Jonny Bairstow,Washington Sundar,,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.2,0,117699,78.50,134.00,1,0,25,OFF SPIN,47,ON DRIVE,0,0,2,11,92,3,2,0,1,0,0,0,0,0
72,3,333,1,3,England,Eoin Morgan,Washington Sundar,,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.3,0,117700,22.50,63.00,0,0,25,OFF SPIN,27,FORWARD PUSH,0,0,3,11,92,3,0,0,1,0,0,0,0,0
73,4,333,1,3,England,Eoin Morgan,Washington Sundar,,12,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,11.4,0,117701,163.50,115.00,4,0,25,OFF SPIN,61,INSIDE OUT,0,0,4,11,96,3,0,0,1,0,0,0,0,0
74,5,333,1,3,England,Eoin Morgan,Washington Sundar,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.5,0,117702,69.50,168.00,1,0,25,OFF SPIN,84,OFF DRIVE,0,0,5,11,97,3,0,0,1,0,0,0,0,0
75,6,333,1,3,England,Jonny Bairstow,Washington Sundar,,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.6,0,117703,29.50,-56.00,0,0,25,OFF SPIN,55,SWEEP SHOT,0,0,6,11,97,3,0,0,1,0,0,0,0,0
76,1,333,1,3,England,Eoin Morgan,Shardul Thakur,,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.1,0,117704,29.50,-56.00,0,0,30,ANGLED ACROSS,44,GLIDE,0,0,1,12,97,3,1,0,1,0,0,0,0,0
77,2,333,1,3,England,Eoin Morgan,Shardul Thakur,,13,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,12.2,0,117705,-27.50,-141.00,4,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,2,12,101,3,0,1,2,0,0,1,0,0
78,3,333,1,3,England,Eoin Morgan,Shardul Thakur,,13,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.3,0,117706,43.50,17.00,1,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,3,12,102,3,0,0,2,0,0,0,0,0
79,4,333,1,3,England,Jonny Bairstow,Shardul Thakur,,13,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.4,0,117707,149.50,-27.00,1,0,39,ANGLED IN,58,PULL SHOT,0,0,4,12,103,3,0,0,2,0,0,0,0,0
80,5,333,1,3,England,Eoin Morgan,Shardul Thakur,,13,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,12.5,0,117708,175.50,118.00,4,0,30,ANGLED ACROSS,15,LOFT COVER,0,0,5,12,107,3,0,0,2,0,0,0,0,0
81,6,333,1,3,England,Eoin Morgan,Shardul Thakur,,13,6,4 (LB),4,0,0,0,0,1,4,0,0,0,1,1,0,0,,,0,12.6,1,117709,175.50,118.00,4,0,16,SLOW BOUNCER,,,0,0,6,12,111,3,0,0,2,0,0,0,0,0
82,1,333,1,3,England,Jonny Bairstow,Washington Sundar,,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.1,0,117710,175.50,118.00,0,0,25,OFF SPIN,18,SLOG SHOT,0,0,1,13,111,3,1,0,2,0,0,0,0,0
83,2,333,1,3,England,Jonny Bairstow,Washington Sundar,,14,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,13.2,0,117711,175.50,106.00,6,0,25,OFF SPIN,58,PULL SHOT,0,0,2,13,117,3,0,0,2,0,0,0,0,0
84,3,333,1,3,England,Jonny Bairstow,Washington Sundar,,14,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.3,0,117712,83.50,58.00,1,0,25,OFF SPIN,58,PULL SHOT,0,0,3,13,118,3,0,0,2,0,0,0,0,0
85,4,333,1,3,England,Eoin Morgan,Washington Sundar,,14,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.4,0,117713,88.50,132.00,1,0,25,OFF SPIN,84,OFF DRIVE,0,0,4,13,119,3,0,0,2,0,0,0,0,0
86,5,333,1,3,England,Jonny Bairstow,Washington Sundar,,14,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,13.5,0,117714,135.50,73.00,0,0,25,OFF SPIN,18,SLOG SHOT,0,0,5,13,119,4,1,0,2,0,0,0,0,0
87,6,333,1,3,England,Eoin Morgan,Washington Sundar,,14,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.6,0,117715,-76.50,4.00,1,0,25,OFF SPIN,97,BACKFOOT PUSH,0,0,6,13,120,4,2,0,2,0,0,0,0,0
88,1,333,1,3,England,Eoin Morgan,Yuzvendra Chahal,,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.1,0,117716,-129.50,59.00,1,0,24,LEG SPIN,97,BACKFOOT PUSH,0,0,1,14,121,4,3,0,2,0,0,0,0,0
89,2,333,1,3,England,Ben Stokes,Yuzvendra Chahal,,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.2,0,117717,73.50,135.00,1,0,24,LEG SPIN,84,OFF DRIVE,0,0,2,14,122,4,0,0,2,0,0,0,0,0
90,3,333,1,3,England,Eoin Morgan,Yuzvendra Chahal,,15,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.3,0,117718,-75.50,-16.00,1,0,24,LEG SPIN,97,BACKFOOT PUSH,0,0,3,14,123,4,0,0,2,0,0,0,0,0
91,4,333,1,3,England,Ben Stokes,Yuzvendra Chahal,,15,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.4,0,117719,-131.50,75.00,1,0,24,LEG SPIN,97,BACKFOOT PUSH,0,0,4,14,124,4,0,0,2,0,0,0,0,0
92,5,333,1,3,England,Eoin Morgan,Yuzvendra Chahal,,15,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,14.5,0,117720,76.50,-136.00,4,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,5,14,128,4,0,0,2,0,0,0,0,0
93,6,333,1,3,England,Eoin Morgan,Yuzvendra Chahal,,15,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.6,0,117721,-136.50,-31.00,1,0,24,LEG SPIN,58,PULL SHOT,0,0,6,14,129,4,0,0,2,0,0,0,0,0
94,1,333,1,3,England,Eoin Morgan,Bhuvneshwar Kumar,,16,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,15.1,1,117722,-15.50,-27.00,1,0,8,OFF CUTTER,105,LEFT ALONE,0,0,1,15,130,4,1,0,2,0,0,0,0,0
