,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,233536,,,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,233537,,,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,233538,,,0,0,,38,STRAIGHT BALL,37,STEP DOWN FLICK,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,233539,91.32,24.99,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,233540,91.32,24.99,0,0,,42,OUTSWINGER,11,LOFTED ON DRIVE,0,0,5,0,0,0,0,0,0,0,0,0,0,0
5,6,599,1,74,Pakistan Women,Muneeba Ali,Renuka Singh,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,233541,45.28,-47.76,0,0,,42,OUTSWINGER,84,FRONTFOOT OFF DRIVE,0,0,6,0,0,0,0,0,0,0,0,0,0,0
6,1,599,1,74,Pakistan Women,Iram Javed,Meghna Singh,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,233542,45.28,-47.76,0,0,,42,OUTSWINGER,84,FRONTFOOT OFF DRIVE,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7,2,599,1,74,Pakistan Women,Iram Javed,Meghna Singh,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,233543,45.28,-47.76,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,2,1,0,0,0,0,0,0,0,0,0,0
8,3,599,1,74,Pakistan Women,Iram Javed,Meghna Singh,,2,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,1.3,1,1,0,233544,45.28,-47.76,0,0,,42,OUTSWINGER,84,FRONTFOOT OFF DRIVE,0,0,3,1,0,1,1,0,0,0,0,0,0,0
9,4,599,1,74,Pakistan Women,Bismah Maroof,Meghna Singh,,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,233545,-111.27,22.23,2,0,,41,INSWINGER,27,FORWARD PUSH,0,0,4,1,2,1,2,0,0,0,0,0,0,0
