,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,600,1,52,India Women,Smriti Mandhana,Shamilia Connell,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,234199,56.33,55.38,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,600,1,52,India Women,Smriti Mandhana,Shamilia Connell,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,234200,28.70,31.44,0,0,,43,NIPBACKER,50,BACKFOOT DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,600,1,52,India Women,Smriti Mandhana,Shamilia Connell,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,1,1,0,234201,-161.92,-40.39,4,0,,38,STRAIGHT BALL,58,BACKFOOT PULL SHOT,0,0,3,0,4,0,0,0,0,0,0,0,0,0
3,4,600,1,52,India Women,Smriti Mandhana,Shamilia Connell,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,234202,-49.57,105.11,0,0,,38,STRAIGHT BALL,47,FRONTFOOT ON DRIVE,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,600,1,52,India Women,Smriti Mandhana,Shamilia Connell,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,234203,-55.10,-35.78,1,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,5,0,5,0,0,0,0,0,0,0,0,0
5,6,600,1,52,India Women,Shafali Verma,Shamilia Connell,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,234204,-55.10,-35.78,0,0,,36,BOUNCER,105,LEFT ALONE,1,0,6,0,5,0,0,0,0,0,0,0,0,0
6,1,600,1,52,India Women,Smriti Mandhana,Shanika Bruce,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,234205,-55.10,-35.78,0,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,1,1,5,0,1,0,0,0,0,0,0,0
7,2,600,1,52,India Women,Smriti Mandhana,Shanika Bruce,,2,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,1.2,1,1,0,234206,-55.10,-35.78,0,0,,30,ANGLED ACROSS,47,FRONTFOOT ON DRIVE,0,0,2,1,5,1,2,0,0,0,0,0,0,0
8,3,600,1,52,India Women,Jemimah Rodrigues,Shanika Bruce,,2,3,3 (WD),3,0,0,0,0,0,3,1,0,0,0,0,0,0,,,0,1.3,1,1,1,234207,-55.10,-35.78,3,0,,39,ANGLED IN,105,LEFT ALONE,0,0,3,1,8,1,3,0,0,0,0,0,0,0
9,4,600,1,52,India Women,Jemimah Rodrigues,Shanika Bruce,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,234208,-55.10,-35.78,0,0,,46,LEGCUTTER,49,FORWARD DEFENCE,0,0,4,1,8,1,0,0,0,0,0,0,0,0
10,5,600,1,52,India Women,Jemimah Rodrigues,Shanika Bruce,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,234209,45.28,97.74,0,0,,38,STRAIGHT BALL,84,FRONTFOOT OFF DRIVE,0,0,5,1,8,1,0,0,0,0,0,0,0,0
11,6,600,1,52,India Women,Jemimah Rodrigues,Shanika Bruce,,2,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.5,1,1,0,234210,-170.21,92.68,4,0,,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,6,1,12,1,0,0,0,0,0,0,0,0
12,7,600,1,52,India Women,Jemimah Rodrigues,Shanika Bruce,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,234211,-55.10,97.28,0,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,7,1,12,1,0,0,0,0,0,0,0,0
13,1,600,1,52,India Women,Shafali Verma,Shamilia Connell,,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,234212,-98.38,-71.70,1,0,,38,STRAIGHT BALL,44,GLIDE,0,0,1,2,13,1,1,0,0,0,0,0,0,0
