,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,692,1,1,India,K L Rahul,Mitchell Starc,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,254410,-27.93,128.59,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,2,692,1,1,India,Rohit Sharma,Mitchell Starc,,1,2,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.2,1,1,1,254411,-27.93,128.59,1,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2,3,692,1,1,India,K L Rahul,Mitchell Starc,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,254412,-27.93,128.59,0,0,,,Knuckleball,105,LEFT ALONE,0,0,3,0,2,0,0,0,0,0,0,0,0,0
3,4,692,1,1,India,K L Rahul,Mitchell Starc,,1,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,254413,98.69,-61.11,2,0,,,Knuckleball,40,FRONTFOOT FLICK,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,692,1,1,India,K L Rahul,Mitchell Starc,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,254414,-184.02,35.12,4,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,5,0,8,0,0,0,0,0,0,0,0,0
5,6,692,1,1,India,K L Rahul,Mitchell Starc,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,254415,-36.68,-49.14,1,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,6,0,9,0,0,0,0,0,0,0,0,0
6,1,692,1,1,India,K L Rahul,Kane Richardson,,2,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.1,1,1,1,254416,-36.68,-49.14,1,0,,,Knuckleball,105,LEFT ALONE,0,0,1,1,10,0,1,0,0,0,0,0,0,0
7,2,692,1,1,India,K L Rahul,Kane Richardson,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,254417,-36.68,-49.14,0,0,,,Knuckleball,105,LEFT ALONE,0,0,2,1,10,0,0,0,0,0,0,0,0,0
8,3,692,1,1,India,K L Rahul,Kane Richardson,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,254418,-36.68,-49.14,0,0,,,Knuckleball,84,FRONTFOOT OFF DRIVE,0,0,3,1,10,0,0,0,0,0,0,0,0,0
9,4,692,1,1,India,K L Rahul,Kane Richardson,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,254419,32.38,33.74,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,1,10,0,0,0,0,0,0,0,0,0
10,5,692,1,1,India,K L Rahul,Kane Richardson,,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.4,1,1,0,254420,-183.56,95.44,4,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,5,1,14,0,0,0,0,0,0,0,0,0
