,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
94,4,334,1,1,India,Virat Kohli,Jofra Archer,,16,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,15.3,0,117956,25.50,-145.00,6,0,30,ANGLED ACROSS,40,FLICK,0,0,4,15,98,5,0,0,1,0,0,0,0,0
95,5,334,1,1,India,Virat Kohli,Jofra Archer,,16,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.4,0,117957,117.50,51.00,1,0,46,LEGCUTTER,97,BACKFOOT PUSH,0,0,5,15,99,5,0,0,1,0,0,0,0,0
96,6,334,1,1,India,Hardik Pandya,Jofra Archer,,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.5,0,117958,117.50,51.00,0,0,38,STRAIGHT BALL,31,UPPER CUT,0,0,6,15,99,5,0,0,1,0,0,0,0,0
97,7,334,1,1,India,Hardik Pandya,Jofra Archer,,16,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.6,0,117959,-42.50,-114.00,1,0,39,ANGLED IN,44,GLIDE,0,0,7,15,100,5,0,1,2,0,0,1,0,0
98,1,334,1,1,India,Hardik Pandya,Chris Jordan,,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.1,0,117960,47.50,151.00,1,0,39,ANGLED IN,47,ON DRIVE,0,0,1,16,101,5,1,0,2,0,0,0,0,0
99,2,334,1,1,India,Virat Kohli,Chris Jordan,,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,16.2,0,117961,-51.50,56.00,0,0,39,ANGLED IN,70,SD PULL,0,0,2,16,101,5,0,0,2,0,0,0,0,0
100,3,334,1,1,India,Virat Kohli,Chris Jordan,,17,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,16.3,0,117962,162.50,-32.00,6,0,39,ANGLED IN,40,FLICK,0,0,3,16,107,5,0,0,2,0,0,0,0,0
101,4,334,1,1,India,Virat Kohli,Chris Jordan,,17,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,16.4,1,117963,162.50,-32.00,1,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,4,16,108,5,0,0,2,0,0,0,0,0
102,5,334,1,1,India,Virat Kohli,Chris Jordan,,17,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.4,0,117964,-57.50,104.00,1,0,38,STRAIGHT BALL,84,OFF DRIVE,0,0,5,16,109,5,0,0,2,0,0,0,0,0
103,6,334,1,1,India,Hardik Pandya,Chris Jordan,,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.5,0,117965,-117.50,-32.00,1,0,39,ANGLED IN,58,PULL SHOT,0,0,6,16,110,5,0,0,2,0,0,0,0,0
104,7,334,1,1,India,Virat Kohli,Chris Jordan,,17,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,16.6,0,117966,151.50,129.00,4,0,20,BACKHAND SLOWER,58,PULL SHOT,0,0,7,16,114,5,0,0,2,0,0,0,0,0
105,1,334,1,1,India,Hardik Pandya,Mark Wood,,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,17.1,0,117967,-38.50,111.00,0,0,39,ANGLED IN,84,OFF DRIVE,0,0,1,17,114,5,1,0,2,0,0,0,0,0
106,2,334,1,1,India,Hardik Pandya,Mark Wood,,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.2,0,117968,-154.50,37.00,1,0,38,STRAIGHT BALL,15,LOFT COVER,0,0,2,17,115,5,0,0,2,0,0,0,0,0
107,3,334,1,1,India,Virat Kohli,Mark Wood,,18,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,17.3,0,117969,179.50,41.00,6,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,3,17,121,5,0,0,2,0,0,0,0,0
108,4,334,1,1,India,Virat Kohli,Mark Wood,,18,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,17.4,0,117970,-43.50,212.00,6,0,39,ANGLED IN,5,LOFT OFF,0,0,4,17,127,5,0,0,2,0,0,0,0,0
109,5,334,1,1,India,Virat Kohli,Mark Wood,,18,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,17.5,0,117971,-177.50,-41.00,4,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,5,17,131,5,0,0,2,0,0,0,0,0
110,6,334,1,1,India,Virat Kohli,Mark Wood,,18,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,17.6,0,117972,-177.50,-41.00,0,0,39,ANGLED IN,31,UPPER CUT,0,0,6,17,131,5,0,0,2,0,0,0,0,0
111,1,334,1,1,India,Hardik Pandya,Jofra Archer,,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,18.1,0,117973,-177.50,-41.00,0,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,1,18,131,5,1,0,2,0,0,0,0,0
112,2,334,1,1,India,Hardik Pandya,Jofra Archer,,19,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,18.2,0,117974,-110.50,-147.00,6,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,2,18,137,5,0,0,2,0,0,0,0,0
113,3,334,1,1,India,Hardik Pandya,Jofra Archer,,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,18.3,0,117975,-110.50,-147.00,0,0,8,OFF CUTTER,58,PULL SHOT,0,0,3,18,137,5,0,0,2,0,0,0,0,0
114,4,334,1,1,India,Hardik Pandya,Jofra Archer,,19,4,1 (BY),1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,0,18.4,1,117976,-110.50,-147.00,1,0,20,BACKHAND SLOWER,18,SLOG SHOT,0,0,4,18,138,5,0,0,2,0,0,0,0,0
115,5,334,1,1,India,Virat Kohli,Jofra Archer,,19,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,18.5,0,117977,-110.50,-147.00,0,0,39,ANGLED IN,40,FLICK,0,0,5,18,138,5,0,0,2,0,0,0,0,0
116,6,334,1,1,India,Virat Kohli,Jofra Archer,,19,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,18.6,0,117978,-33.50,-145.00,4,0,39,ANGLED IN,31,UPPER CUT,0,0,6,18,142,5,0,0,2,0,0,0,0,0
117,1,334,1,1,India,Hardik Pandya,Chris Jordan,,20,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,19.1,0,117979,-176.50,31.00,6,0,39,ANGLED IN,15,LOFT COVER,0,0,1,19,148,5,1,0,2,0,0,0,0,0
118,2,334,1,1,India,Hardik Pandya,Chris Jordan,,20,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,19.2,0,117980,136.50,59.00,1,0,39,ANGLED IN,40,FLICK,0,0,2,19,149,5,0,0,2,0,0,0,0,0
119,3,334,1,1,India,Virat Kohli,Chris Jordan,,20,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,19.3,0,117981,-158.50,135.00,4,0,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,3,19,153,5,0,1,3,0,0,0,0,0
120,4,334,1,1,India,Virat Kohli,Chris Jordan,,20,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,19.4,0,117982,-102.50,-85.00,2,0,39,ANGLED IN,44,GLIDE,0,0,4,19,155,5,0,0,3,0,0,0,0,0
121,5,334,1,1,India,Virat Kohli,Chris Jordan,,20,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,19.5,0,117983,47.50,-32.00,1,0,39,ANGLED IN,40,FLICK,0,0,5,19,156,5,0,0,3,0,0,0,0,0
122,6,334,1,1,India,Hardik Pandya,Chris Jordan,,20,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,19.6,0,117984,-80.50,129.00,0,0,39,ANGLED IN,58,PULL SHOT,0,0,6,19,156,6,1,0,3,0,0,0,0,0
123,1,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,0,117985,,,0,0,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
124,2,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,0,117986,,,0,0,,Knuckleball,49,FORWARD DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
125,3,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,0,117987,,,0,0,41,INSWINGER,40,FLICK,0,0,3,0,0,0,0,0,0,0,0,0,0,0
126,4,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,0,117988,,,0,0,41,INSWINGER,49,FORWARD DEFENCE,0,0,4,0,0,0,0,0,0,0,0,0,0,0
127,5,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,0,117989,147.50,-18.00,1,0,41,INSWINGER,40,FLICK,0,0,5,0,1,0,0,0,0,0,0,0,0,0
128,6,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,1,6,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0.6,0,117990,-132.50,103.00,3,0,42,OUTSWINGER,21,SD OFF,0,0,6,0,4,0,0,0,0,0,0,0,0,0
129,1,334,2,3,England,Jos Buttler,Shardul Thakur,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,0,117991,-87.50,-9.00,0,0,38,STRAIGHT BALL,21,SD OFF,0,0,1,1,4,0,1,0,0,0,0,0,0,0
130,2,334,2,3,England,Jos Buttler,Shardul Thakur,,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.2,0,117992,-143.50,-32.00,2,0,42,OUTSWINGER,36,CUT SHOT,0,0,2,1,6,0,0,0,0,0,0,0,0,0
131,3,334,2,3,England,Jos Buttler,Shardul Thakur,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,0,117993,-88.50,52.00,1,0,42,OUTSWINGER,52,BACKFOOT COVERDRIVE,0,0,3,1,7,0,0,0,0,0,0,0,0,0
132,4,334,2,3,England,Jason Roy,Shardul Thakur,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,0,117994,-88.50,52.00,0,0,42,OUTSWINGER,21,SD OFF,0,0,4,1,7,0,0,0,0,0,0,0,0,0
133,5,334,2,3,England,Jason Roy,Shardul Thakur,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,0,117995,-88.50,52.00,0,0,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,5,1,7,0,0,0,0,0,0,0,0,0
134,6,334,2,3,England,Jason Roy,Shardul Thakur,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,0,117996,-88.50,52.00,0,0,39,ANGLED IN,40,FLICK,0,0,6,1,7,0,0,0,0,0,0,0,0,0
135,1,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,0,117997,-88.50,52.00,0,0,42,OUTSWINGER,21,SD OFF,0,0,1,2,7,0,1,0,0,0,0,0,0,0
136,2,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.2,0,117998,-94.50,-9.00,1,0,42,OUTSWINGER,97,BACKFOOT PUSH,0,0,2,2,8,0,0,0,0,0,0,0,0,0
137,3,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,0,117999,-94.50,-9.00,0,0,38,STRAIGHT BALL,84,OFF DRIVE,0,0,3,2,8,0,0,0,0,0,0,0,0,0
138,4,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.4,0,118000,-7.50,217.00,4,0,38,STRAIGHT BALL,1,SD STRAIGHT,0,0,4,2,12,0,0,0,0,0,0,0,0,0
139,5,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,3,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.5,0,118001,-94.50,-154.00,4,0,42,OUTSWINGER,99,SCOOP,0,0,5,2,16,0,0,0,0,0,0,0,0,0
140,6,334,2,3,England,Jason Roy,Bhuvneshwar Kumar,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,0,118002,25.50,7.00,0,0,47,SLOWER BALL,37,SD FLICK,0,0,6,2,16,0,0,0,0,0,0,0,0,0
141,1,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,4,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.1,0,118003,131.50,176.00,6,0,24,LEG SPIN,94,SDL ON,0,0,1,3,22,0,1,0,0,0,0,0,0,0
142,2,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.2,0,118004,143.50,92.00,1,0,24,LEG SPIN,37,SD FLICK,0,0,2,3,23,0,0,0,0,0,0,0,0,0
143,3,334,2,3,England,Jason Roy,Yuzvendra Chahal,,4,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,3.3,0,118005,-73.50,-30.00,0,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,3,3,23,1,1,0,0,0,0,0,0,0
144,4,334,2,3,England,Dawid Malan,Yuzvendra Chahal,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.4,0,118006,-95.50,-45.00,1,0,24,LEG SPIN,40,FLICK,0,0,4,3,24,1,2,0,0,0,0,0,0,0
145,5,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,4,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.5,0,118007,65.50,211.00,6,0,24,LEG SPIN,94,SDL ON,0,0,5,3,30,1,0,0,0,0,0,0,0,0
146,6,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.6,0,118008,65.50,211.00,0,0,24,LEG SPIN,50,BACKFOOT DEFENCE,0,0,6,3,30,1,0,0,0,0,0,0,0,0
147,1,334,2,3,England,Dawid Malan,Shardul Thakur,,5,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,4.1,1,118009,65.50,211.00,1,0,30,ANGLED ACROSS,105,LEFT ALONE,0,0,1,4,31,1,1,0,0,0,0,0,0,0
148,2,334,2,3,England,Dawid Malan,Shardul Thakur,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,0,118010,65.50,211.00,0,0,38,STRAIGHT BALL,50,BACKFOOT DEFENCE,0,0,2,4,31,1,0,0,0,0,0,0,0,0
149,3,334,2,3,England,Dawid Malan,Shardul Thakur,,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.2,0,118011,62.50,-110.00,1,0,30,ANGLED ACROSS,44,GLIDE,0,0,3,4,32,1,0,0,0,0,0,0,0,0
150,4,334,2,3,England,Jos Buttler,Shardul Thakur,,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.3,0,118012,49.50,-141.00,4,0,39,ANGLED IN,54,LEG GLANCE,0,0,4,4,36,1,0,0,0,0,0,0,0,0
151,5,334,2,3,England,Jos Buttler,Shardul Thakur,,5,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.4,0,118013,162.50,-109.00,4,0,16,SLOW BOUNCER,58,PULL SHOT,0,0,5,4,40,1,0,0,0,0,0,0,0,0
152,6,334,2,3,England,Jos Buttler,Shardul Thakur,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,0,118014,-63.50,0.00,0,0,38,STRAIGHT BALL,59,SQUARE DRIVE,0,0,6,4,40,1,0,0,0,0,0,0,0,0
153,7,334,2,3,England,Jos Buttler,Shardul Thakur,,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,4.6,0,118015,187.50,-63.00,6,0,16,SLOW BOUNCER,58,PULL SHOT,0,0,7,4,46,1,0,0,0,0,0,0,0,0
154,1,334,2,3,England,Dawid Malan,Yuzvendra Chahal,,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.1,0,118016,-65.50,9.00,1,0,24,LEG SPIN,97,BACKFOOT PUSH,0,0,1,5,47,1,1,0,0,0,0,0,0,0
155,2,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,6,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.2,0,118017,-181.50,-9.00,4,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,2,5,51,1,0,1,1,0,1,0,0,0
156,3,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.3,0,118018,98.50,47.00,1,0,24,LEG SPIN,40,FLICK,0,0,3,5,52,1,0,0,1,0,0,0,0,0
157,4,334,2,3,England,Dawid Malan,Yuzvendra Chahal,,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.4,0,118019,-31.50,8.00,0,0,28,GOOGLY,40,FLICK,0,0,4,5,52,1,0,0,1,0,0,0,0,0
158,5,334,2,3,England,Dawid Malan,Yuzvendra Chahal,,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.5,0,118020,-100.50,150.00,1,0,24,LEG SPIN,47,ON DRIVE,0,0,5,5,53,1,0,0,1,0,0,0,0,0
159,6,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,6,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.6,0,118021,185.50,-12.00,4,0,26,FLIPPER,58,PULL SHOT,0,0,6,5,57,1,0,0,1,0,0,0,0,0
160,1,334,2,3,England,Dawid Malan,Hardik Pandya,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.1,0,118022,163.50,49.00,1,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,1,6,58,1,1,0,1,0,0,0,0,0
161,2,334,2,3,England,Jos Buttler,Hardik Pandya,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.2,0,118023,112.50,-15.00,1,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,2,6,59,1,0,0,1,0,0,0,0,0
162,3,334,2,3,England,Dawid Malan,Hardik Pandya,,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.3,0,118024,-97.50,-77.00,1,0,36,BOUNCER,58,PULL SHOT,1,0,3,6,60,1,0,0,1,0,0,0,0,0
163,4,334,2,3,England,Jos Buttler,Hardik Pandya,,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.4,0,118025,134.50,-41.00,1,0,46,LEGCUTTER,40,FLICK,0,0,4,6,61,1,0,0,1,0,0,0,0,0
164,5,334,2,3,England,Dawid Malan,Hardik Pandya,,7,5,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,6.5,1,118026,134.50,-41.00,1,0,16,SLOW BOUNCER,105,LEFT ALONE,0,0,5,6,62,1,0,0,1,0,0,0,0,0
165,6,334,2,3,England,Dawid Malan,Hardik Pandya,,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.5,0,118027,103.50,35.00,1,0,8,OFF CUTTER,97,BACKFOOT PUSH,0,0,6,6,63,1,0,0,1,0,0,0,0,0
166,7,334,2,3,England,Jos Buttler,Hardik Pandya,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,0,118028,106.50,120.00,1,0,39,ANGLED IN,40,FLICK,0,0,7,6,64,1,0,0,1,0,0,0,0,0
167,1,334,2,3,England,Jos Buttler,Washington Sundar,,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.1,0,118029,147.50,57.00,1,0,23,ARM BALL,58,PULL SHOT,0,0,1,7,65,1,1,0,1,0,0,0,0,0
168,2,334,2,3,England,Dawid Malan,Washington Sundar,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,0,118030,97.50,149.00,1,0,23,ARM BALL,84,OFF DRIVE,0,0,2,7,66,1,0,0,1,0,0,0,0,0
169,3,334,2,3,England,Jos Buttler,Washington Sundar,,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.3,0,118031,97.50,149.00,0,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,3,7,66,1,0,0,1,0,0,0,0,0
170,4,334,2,3,England,Jos Buttler,Washington Sundar,,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.4,0,118032,104.50,153.00,1,0,23,ARM BALL,58,PULL SHOT,0,0,4,7,67,1,0,0,1,0,0,0,0,0
171,5,334,2,3,England,Dawid Malan,Washington Sundar,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,0,118033,60.50,-47.00,1,0,23,ARM BALL,16,BACKFOOT SQUARE DRIVE,0,0,5,7,68,1,0,0,1,0,0,0,0,0
172,6,334,2,3,England,Jos Buttler,Washington Sundar,,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.6,0,118034,60.50,-47.00,0,0,25,OFF SPIN,36,CUT SHOT,0,0,6,7,68,1,0,0,1,0,0,0,0,0
173,1,334,2,3,England,Dawid Malan,Hardik Pandya,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.1,0,118035,-131.50,-37.00,1,0,8,OFF CUTTER,58,PULL SHOT,0,0,1,8,69,1,1,0,1,0,0,0,0,0
174,2,334,2,3,England,Jos Buttler,Hardik Pandya,,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.2,0,118036,-156.50,67.00,1,0,8,OFF CUTTER,36,CUT SHOT,0,0,2,8,70,1,0,0,1,0,0,0,0,0
175,3,334,2,3,England,Dawid Malan,Hardik Pandya,,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.3,0,118037,-4.50,55.00,0,0,38,STRAIGHT BALL,97,BACKFOOT PUSH,0,0,3,8,70,1,0,0,1,0,0,0,0,0
176,4,334,2,3,England,Dawid Malan,Hardik Pandya,,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.4,0,118038,-86.50,-94.00,1,0,8,OFF CUTTER,58,PULL SHOT,0,0,4,8,71,1,0,0,1,0,0,0,0,0
177,5,334,2,3,England,Jos Buttler,Hardik Pandya,,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.5,0,118039,144.50,-16.00,1,0,16,SLOW BOUNCER,58,PULL SHOT,0,0,5,8,72,1,0,0,1,0,0,0,0,0
178,6,334,2,3,England,Dawid Malan,Hardik Pandya,,9,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,8.6,0,118040,6.50,-152.00,6,0,36,BOUNCER,58,PULL SHOT,1,0,6,8,78,1,0,0,1,0,0,0,0,0
179,1,334,2,3,England,Jos Buttler,Washington Sundar,,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.1,0,118041,86.50,-26.00,1,0,25,OFF SPIN,40,FLICK,0,0,1,9,79,1,1,0,1,0,0,0,0,0
180,2,334,2,3,England,Dawid Malan,Washington Sundar,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,0,118042,89.50,-14.00,1,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,2,9,80,1,0,0,1,0,0,0,0,0
181,3,334,2,3,England,Jos Buttler,Washington Sundar,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,0,118043,142.50,66.00,1,0,23,ARM BALL,40,FLICK,0,0,3,9,81,1,0,0,1,0,0,0,0,0
182,4,334,2,3,England,Dawid Malan,Washington Sundar,,10,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Stumped,WICKET,1,9.4,0,118044,142.50,66.00,0,0,25,OFF SPIN,122,SDL OFF,0,0,4,9,81,2,1,0,1,0,0,0,0,0
183,5,334,2,3,England,Jonny Bairstow,Washington Sundar,,10,5,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,9.5,1,118045,142.50,66.00,1,0,25,OFF SPIN,40,FLICK,0,0,5,9,82,2,2,0,1,0,0,0,0,0
184,6,334,2,3,England,Jos Buttler,Washington Sundar,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.6,0,118046,-100.50,13.00,1,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,6,9,83,2,0,0,1,0,0,0,0,0
185,1,334,2,3,England,Jos Buttler,Hardik Pandya,,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.1,0,118047,-65.50,116.00,1,0,39,ANGLED IN,27,FORWARD PUSH,0,0,1,10,84,2,1,0,1,0,0,0,0,0
186,2,334,2,3,England,Jonny Bairstow,Hardik Pandya,,11,2,4 (BY),4,0,0,0,0,1,4,0,0,1,0,1,0,0,,,0,10.2,1,118048,-65.50,116.00,4,0,36,BOUNCER,105,LEFT ALONE,1,0,2,10,88,2,0,0,1,0,0,0,0,0
187,3,334,2,3,England,Jonny Bairstow,Hardik Pandya,,11,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.3,0,118049,109.50,-82.00,1,0,39,ANGLED IN,40,FLICK,0,0,3,10,89,2,0,0,1,0,0,0,0,0
188,4,334,2,3,England,Jos Buttler,Hardik Pandya,,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.4,0,118050,-77.50,-34.00,0,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,4,10,89,2,0,0,1,0,0,0,0,0
189,5,334,2,3,England,Jos Buttler,Hardik Pandya,,11,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.5,0,118051,152.50,70.00,2,0,8,OFF CUTTER,40,FLICK,0,0,5,10,91,2,0,0,1,0,0,0,0,0
190,6,334,2,3,England,Jos Buttler,Hardik Pandya,,11,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.6,0,118052,-83.50,-11.00,1,0,8,OFF CUTTER,50,BACKFOOT DEFENCE,0,0,6,10,92,2,0,0,1,0,0,0,0,0
