,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Saima Thakor,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,805909,,,0,0,,,Knuckleball,,,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0
1,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Saima Thakor,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,805910,-72.00,103.50,1,0,,,Knuckleball,,,0,0,2,0,1,0,,,0,0,0,0,0,0,0,0
2,3,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,805911,-72.00,103.50,0,0,,,Knuckleball,,,0,0,3,0,1,0,,,0,0,0,0,0,0,0,0
3,4,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,805912,-72.00,103.50,0,0,,,Knuckleball,,,0,0,4,0,1,0,,,0,0,0,0,0,0,0,0
4,5,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,805913,-72.00,103.50,0,0,,,Knuckleball,,,0,0,5,0,1,0,,,0,0,0,0,0,0,0,0
5,6,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,1,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.6,1,1,0,805914,178.00,154.50,4,0,,,Knuckleball,,,0,0,6,0,5,0,,,0,0,0,0,0,0,0,0
6,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.1,1,1,1,805915,178.00,154.50,1,0,,,Knuckleball,,,0,0,1,1,6,0,,,1,0,0,0,0,0,0,0
7,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.1,1,1,0,805916,38.50,-164.50,4,0,,,Knuckleball,,,0,0,2,1,10,0,,,0,0,0,0,0,0,0,0
8,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.2,1,1,0,805917,182.50,145.50,4,0,,,Knuckleball,,,0,0,3,1,14,0,,,0,0,0,0,0,0,0,0
9,4,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,805918,182.50,145.50,0,0,,,Knuckleball,,,0,0,4,1,14,0,,,0,0,0,0,0,0,0,0
10,5,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,805919,182.50,145.50,0,0,,,Knuckleball,,,0,0,5,1,14,0,,,0,0,0,0,0,0,0,0
11,6,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Jintimani Kalita,,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,805920,148.50,51.50,1,0,,,Knuckleball,,,0,0,6,1,15,0,,,0,0,0,0,0,0,0,0
12,7,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Jintimani Kalita,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,805921,,,0,0,,,Knuckleball,,,0,0,7,1,15,0,,,0,0,0,0,0,0,0,0
13,8,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Jintimani Kalita,,2,7,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.7,1,1,0,805922,-196.50,150.50,4,0,,,Knuckleball,,,0,0,8,1,19,0,,,0,0,0,0,0,0,0,0
14,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Saima Thakor,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,805923,-196.50,150.50,0,0,,,Knuckleball,,,0,0,1,2,19,0,,,1,0,0,0,0,0,0,0
15,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Saima Thakor,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,805924,-196.50,150.50,0,0,,,Knuckleball,,,0,0,2,2,19,0,,,0,0,0,0,0,0,0,0
16,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Saima Thakor,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,805925,62.00,73.50,1,0,,,Knuckleball,,,0,0,3,2,20,0,,,0,0,0,0,0,0,0,0
17,4,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,3,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,805926,100.50,109.50,2,0,,,Knuckleball,,,0,0,4,2,22,0,,,0,0,0,0,0,0,0,0
18,5,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,3,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.5,1,1,0,805927,158.50,179.50,4,0,,,Knuckleball,,,0,0,5,2,26,0,,,0,0,0,0,0,0,0,0
19,6,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,3,6,5 (WD),5,0,0,0,0,0,5,1,0,0,0,1,0,0,,,0,2.6,1,1,1,805928,168.00,159.50,5,0,,,Knuckleball,,,0,0,6,2,31,0,,,0,0,0,0,0,0,0,0
20,7,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Saima Thakor,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,805929,168.00,159.50,0,0,,,Knuckleball,,,0,0,7,2,31,0,,,0,0,0,0,0,0,0,0
21,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.1,1,1,0,805930,-53.00,-149.50,4,0,,,Knuckleball,,,0,0,1,3,35,0,,,1,0,0,0,0,0,0,0
22,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,805931,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,2,3,35,0,,,0,0,0,0,0,0,0,0
23,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,805932,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,3,3,35,0,,,0,0,0,0,0,0,0,0
24,4,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,3.4,1,1,1,805933,-53.00,-149.50,1,0,,,Knuckleball,,,0,0,4,3,36,0,,,0,0,0,0,0,0,0,0
25,5,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,805934,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,5,3,36,0,,,0,0,0,0,0,0,0,0
26,6,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,805935,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,6,3,36,0,,,0,0,0,0,0,0,0,0
27,7,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Minnu Mani,,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,805936,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,7,3,36,0,,,0,0,0,0,0,0,0,0
28,1,2396,1,152,Sri lanka A (Women),Hansima Karunaratne,Tanuja Kanwer,,5,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,4.1,1,1,0,805937,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,1,4,36,1,,,1,0,0,0,0,0,0,0
29,2,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Tanuja Kanwer,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,805938,-53.00,-149.50,0,0,,,Knuckleball,,,0,0,2,4,36,1,,,2,0,0,0,0,0,0,0
30,3,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Tanuja Kanwer,,5,3,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,4.3,1,1,1,805939,-53.00,-149.50,1,0,,,Knuckleball,,,0,0,3,4,37,1,,,0,0,0,0,0,0,0,0
31,4,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Tanuja Kanwer,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,805940,-151.50,111.00,1,0,,,Knuckleball,,,0,0,4,4,38,1,,,0,0,0,0,0,0,0,0
32,5,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Tanuja Kanwer,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,1,1,0,805941,-151.50,111.00,0,0,,,Knuckleball,,,0,0,5,4,38,1,,,0,0,0,0,0,0,0,0
33,6,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Tanuja Kanwer,,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,805942,109.50,119.50,1,0,,,Knuckleball,,,0,0,6,4,39,1,,,0,0,0,0,0,0,0,0
34,1,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Minnu Mani,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,805943,109.50,119.50,0,0,,,Knuckleball,,,0,0,1,5,39,1,,,1,0,0,0,0,0,0,0
35,2,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Minnu Mani,,6,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.2,1,1,0,805944,152.00,172.00,4,0,,,Knuckleball,,,0,0,2,5,43,1,,,0,0,0,0,0,0,0,0
36,3,2396,1,152,Sri lanka A (Women),Anushka Sanjeewani,Minnu Mani,,6,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,5.3,1,1,0,805945,152.00,172.00,0,0,,,Knuckleball,,,0,0,3,5,43,2,,,1,0,0,0,0,0,0,0
37,4,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Minnu Mani,,6,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.4,1,1,0,805946,56.50,228.50,4,0,,,Knuckleball,,,0,0,4,5,47,2,,,2,0,0,0,0,0,0,0
38,5,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Minnu Mani,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,1,1,0,805947,56.50,228.50,0,0,,,Knuckleball,,,0,0,5,5,47,2,,,0,0,0,0,0,0,0,0
39,6,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Minnu Mani,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.6,1,1,0,805948,56.50,228.50,0,0,,,Knuckleball,,,0,0,6,5,47,2,,,0,0,0,0,0,0,0,0
40,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Tanuja Kanwer,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.1,1,1,0,805949,-106.50,-70.50,1,0,,,Knuckleball,,,0,0,1,6,48,2,,,1,0,0,0,0,0,0,0
41,2,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Tanuja Kanwer,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.2,1,1,0,805950,44.00,132.50,1,0,,,Knuckleball,,,0,0,2,6,49,2,,,0,0,0,0,0,0,0,0
42,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Tanuja Kanwer,,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.3,1,1,0,805951,-86.50,161.00,1,0,,,Knuckleball,,,0,0,3,6,50,2,,,0,1,1,0,1,0,0,0
43,4,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Tanuja Kanwer,,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.4,1,1,0,805952,106.50,145.50,1,0,,,Knuckleball,,,0,0,4,6,51,2,,,0,0,1,0,0,0,0,0
44,5,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Tanuja Kanwer,,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,805953,106.50,145.50,0,0,,,Knuckleball,,,0,0,5,6,51,2,,,0,0,1,0,0,0,0,0
45,6,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Tanuja Kanwer,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,805954,-83.00,-106.00,1,0,,,Knuckleball,,,0,0,6,6,52,2,,,0,0,1,0,0,0,0,0
46,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,805955,-83.00,-106.00,0,0,,,Knuckleball,,,0,0,1,7,52,2,,,1,0,1,0,0,0,0,0
47,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,805956,-83.00,-106.00,0,0,,,Knuckleball,,,0,0,2,7,52,2,,,0,0,1,0,0,0,0,0
48,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,1,1,0,805957,-84.00,-96.00,1,0,,,Knuckleball,,,0,0,3,7,53,2,,,0,0,1,0,0,0,0,0
49,4,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Radha Yadav,,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.4,1,1,0,805958,-80.00,170.50,1,0,,,Knuckleball,,,0,0,4,7,54,2,,,0,0,1,0,0,0,0,0
50,5,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.5,1,1,0,805959,-80.00,170.50,0,0,,,Knuckleball,,,0,0,5,7,54,2,,,0,0,1,0,0,0,0,0
51,6,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,8,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.6,1,1,0,805960,-23.00,233.50,4,0,,,Knuckleball,,,0,0,6,7,58,2,,,0,0,1,0,0,0,0,0
52,1,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Prema Rawat,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.1,1,1,0,805961,-70.50,-50.50,1,0,,,Knuckleball,,,0,0,1,8,59,2,,,1,0,1,0,0,0,0,0
53,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.2,1,1,0,805962,-70.50,-50.50,0,0,,,Knuckleball,,,0,0,2,8,59,2,,,0,0,1,0,0,0,0,0
54,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.3,1,1,0,805963,-79.50,174.50,1,0,,,Knuckleball,,,0,0,3,8,60,2,,,0,0,1,0,0,0,0,0
55,4,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Prema Rawat,,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.4,1,1,0,805964,153.50,49.00,1,0,,,Knuckleball,,,0,0,4,8,61,2,,,0,0,1,0,0,0,0,0
56,5,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.5,1,1,0,805965,153.50,49.00,0,0,,,Knuckleball,,,0,0,5,8,61,2,,,0,0,1,0,0,0,0,0
57,6,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.6,1,1,0,805966,-87.50,160.00,1,0,,,Knuckleball,,,0,0,6,8,62,2,,,0,0,1,0,0,0,0,0
58,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,10,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.1,1,1,0,805967,-189.50,133.50,4,0,,,Knuckleball,,,0,0,1,9,66,2,,,1,0,1,0,0,0,0,0
59,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.2,1,1,0,805968,-189.50,133.50,0,0,,,Knuckleball,,,0,0,2,9,66,2,,,0,0,1,0,0,0,0,0
60,3,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Radha Yadav,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,1,1,0,805969,112.50,-74.50,1,0,,,Knuckleball,,,0,0,3,9,67,2,,,0,0,1,0,0,0,0,0
61,4,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Radha Yadav,,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.4,1,1,0,805970,112.50,-74.50,0,0,,,Knuckleball,,,0,0,4,9,67,2,,,0,0,1,0,0,0,0,0
62,5,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Radha Yadav,,10,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.5,1,1,0,805971,94.50,-130.50,4,0,,,Knuckleball,,,0,0,5,9,71,2,,,0,0,1,0,0,0,0,0
63,6,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Radha Yadav,,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.6,1,1,0,805972,94.50,-130.50,0,0,,,Knuckleball,,,0,0,6,9,71,2,,,0,0,1,0,0,0,0,0
64,1,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.1,1,1,0,805973,94.50,-130.50,0,0,,,Knuckleball,,,0,0,1,10,71,2,,,1,0,1,0,0,0,0,0
65,2,2396,1,152,Sri lanka A (Women),Sanjana Kavindi,Prema Rawat,,11,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Stumped,WICKET,1,10.2,1,1,0,805974,94.50,-130.50,0,0,,,Knuckleball,,,0,0,2,10,71,3,,,2,0,1,0,0,0,0,0
66,3,2396,1,152,Sri lanka A (Women),Shashini Gimhani,Prema Rawat,,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.3,1,1,0,805975,94.50,-130.50,0,0,,,Knuckleball,,,0,0,3,10,71,3,,,3,0,1,0,0,0,0,0
67,4,2396,1,152,Sri lanka A (Women),Shashini Gimhani,Prema Rawat,,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.4,1,1,0,805976,94.50,-130.50,0,0,,,Knuckleball,,,0,0,4,10,71,3,,,0,0,1,0,0,0,0,0
68,5,2396,1,152,Sri lanka A (Women),Shashini Gimhani,Prema Rawat,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.5,1,1,0,805977,64.00,182.00,1,0,,,Knuckleball,,,0,0,5,10,72,3,,,0,0,1,0,0,0,0,0
69,6,2396,1,152,Sri lanka A (Women),Sathya Sandeepani,Prema Rawat,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.6,1,1,0,805978,64.00,182.00,0,0,,,Knuckleball,,,0,0,6,10,72,3,,,0,0,1,0,0,0,0,0
