,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,390,1,7,West Indies,Chris Gayle,Mitchell Starc,,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,154057,-97.50,-56.00,2,0,,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,1,0,2,0,1,0,0,0,0,0,0,0
1,2,390,1,7,West Indies,Chris Gayle,Mitchell Starc,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,154058,32.50,83.00,1,0,,42,OUTSWINGER,27,FORWARD PUSH,0,0,2,0,3,0,0,0,0,0,0,0,0,0
2,3,390,1,7,West Indies,Evin Lewis,Mitchell Starc,,1,3,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.3,1,1,1,154059,-43.50,4.00,1,0,,39,ANGLED IN,40,FLICK,0,0,3,0,4,0,0,0,0,0,0,0,0,0
3,4,390,1,7,West Indies,Chris Gayle,Mitchell Starc,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,154060,-43.50,4.00,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,390,1,7,West Indies,Chris Gayle,Mitchell Starc,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,154061,-43.50,4.00,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,5,0,4,0,0,0,0,0,0,0,0,0
5,6,390,1,7,West Indies,Chris Gayle,Mitchell Starc,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,154062,-20.50,46.00,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,6,0,4,0,0,0,0,0,0,0,0,0
6,1,390,1,7,West Indies,Evin Lewis,Josh Hazlewood,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.1,1,1,0,154063,-169.50,-18.00,4,0,,30,ANGLED ACROSS,58,PULL SHOT,0,0,1,1,8,0,1,0,0,0,0,0,0,0
7,2,390,1,7,West Indies,Evin Lewis,Josh Hazlewood,,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.2,1,1,0,154064,-115.50,-107.00,4,0,,30,ANGLED ACROSS,47,ON DRIVE,0,0,2,1,12,0,0,0,0,0,0,0,0,0
8,3,390,1,7,West Indies,Evin Lewis,Josh Hazlewood,,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.3,1,1,0,154065,-64.50,200.00,4,0,,30,ANGLED ACROSS,11,LOFT ON,0,0,3,1,16,0,0,0,0,0,0,0,0,0
9,4,390,1,7,West Indies,Evin Lewis,Josh Hazlewood,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,154066,-126.50,37.00,1,0,,30,ANGLED ACROSS,58,PULL SHOT,0,0,4,1,17,0,0,0,0,0,0,0,0,0
