,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,722,1,55,Australia Women,Beth Mooney,Renuka Singh,,1,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.1,1,1,1,263690,,,1,0,https://scores.bcci.tv/matchcentre/commentaryFiles/Australia-Women-tour-of-India-2022/India-Women-VS-Australia-Women-(20-Dec-2022)/File_1-1-263690.png,,Knuckleball,54,LEG GLANCE,0,0,1,0,1,0,Outside Leg stump,Good Length,1,0,0,0,0,0,0,0
1,2,722,1,55,Australia Women,Beth Mooney,Renuka Singh,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,263691,,,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,2,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
2,3,722,1,55,Australia Women,Beth Mooney,Renuka Singh,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,263692,71.98,-36.24,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,3,0,2,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0
3,4,722,1,55,Australia Women,Phoebe Litchfield,Renuka Singh,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,263693,-60.62,66.43,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,4,0,3,0,Off stump,Good Length,0,0,0,0,0,0,0,0
4,5,722,1,55,Australia Women,Beth Mooney,Renuka Singh,,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,263694,107.90,16.24,1,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,5,0,4,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
5,6,722,1,55,Australia Women,Phoebe Litchfield,Renuka Singh,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,263695,2.00,217.91,4,0,,,Knuckleball,53,FRONTFOOT STRAIGHT DRIVE,0,0,6,0,8,0,Off stump,Good Length,0,0,0,0,0,0,0,0
6,7,722,1,55,Australia Women,Phoebe Litchfield,Renuka Singh,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,263696,2.00,217.91,0,0,,,Knuckleball,27,FORWARD PUSH,0,0,7,0,8,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
7,1,722,1,55,Australia Women,Beth Mooney,Anjali Sarvani,,2,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,1.1,1,1,0,263697,2.00,217.91,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/Australia-Women-tour-of-India-2022/India-Women-VS-Australia-Women-(20-Dec-2022)/File_1-2-263697.png,,Knuckleball,89,STEP DOWN COVER DRIVE,0,0,1,1,8,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
8,2,722,1,55,Australia Women,Tahlia McGrath,Anjali Sarvani,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,263698,54.49,95.90,0,0,,,Knuckleball,27,FORWARD PUSH,0,0,2,1,8,1,Off stump,Full Toss,2,0,0,0,0,0,0,0
9,3,722,1,55,Australia Women,Tahlia McGrath,Anjali Sarvani,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,263699,87.18,74.26,1,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,3,1,9,1,Off stump,Good Length,0,0,0,0,0,0,0,0
10,4,722,1,55,Australia Women,Phoebe Litchfield,Anjali Sarvani,,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,263700,148.41,13.94,6,0,,,Knuckleball,59,FRONTFOOT SQUARE DRIVE,0,0,4,1,15,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
