,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,147679,,,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,147680,,,0,0,,,Knuckleball,36,CUT SHOT,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.3,1,1,1,147681,,,1,0,,,Knuckleball,40,FLICK,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,147682,,,0,0,,,Knuckleball,36,CUT SHOT,0,0,4,0,1,0,0,0,0,0,0,0,0,0
4,5,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,147683,,,0,0,,,Knuckleball,77,SD DEFENCE,0,0,5,0,1,0,0,0,0,0,0,0,0,0
5,6,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,147684,-76.28,-11.38,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,6,0,1,0,0,0,0,0,0,0,0,0
6,7,360,1,29,Namibia,Stephan Baard,Chamika Karunaratne,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,147685,88.10,28.68,1,0,,,Knuckleball,40,FLICK,0,0,7,0,2,0,0,0,0,0,0,0,0,0
7,1,360,1,29,Namibia,Stephan Baard,Dushmantha Chameera,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,147686,88.10,28.68,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,1,1,2,0,1,0,0,0,0,0,0,0
8,2,360,1,29,Namibia,Stephan Baard,Dushmantha Chameera,,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.2,1,1,0,147687,-159.15,140.10,4,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,2,1,6,0,0,0,0,0,0,0,0,0
9,3,360,1,29,Namibia,Stephan Baard,Dushmantha Chameera,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,147688,-106.21,-83.21,1,0,,,Knuckleball,36,CUT SHOT,0,0,3,1,7,0,0,0,0,0,0,0,0,0
10,4,360,1,29,Namibia,Zane Green,Dushmantha Chameera,,2,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.4,1,1,1,147689,-106.21,-83.21,1,0,,,Knuckleball,40,FLICK,0,0,4,1,8,0,0,0,0,0,0,0,0,0
11,5,360,1,29,Namibia,Zane Green,Dushmantha Chameera,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,147690,69.68,-34.40,0,0,,,Knuckleball,36,CUT SHOT,0,0,5,1,8,0,0,0,0,0,0,0,0,0
