,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,367,1,11,Bangladesh,Mohammad Naim Sheikh,Chamika Karunaratne,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,148847,86.72,31.90,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,367,1,11,Bangladesh,Mohammad Naim Sheikh,Chamika Karunaratne,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,148848,68.76,9.80,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,367,1,11,Bangladesh,Mohammad Naim Sheikh,Chamika Karunaratne,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,148849,-121.40,-56.04,1,0,,,Knuckleball,40,FLICK,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,367,1,11,Bangladesh,Liton Das,Chamika Karunaratne,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,148850,-81.34,-21.51,0,0,,,Knuckleball,59,SQUARE DRIVE,0,0,4,0,1,0,0,0,0,0,0,0,0,0
4,5,367,1,11,Bangladesh,Liton Das,Chamika Karunaratne,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,148851,63.23,91.29,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,5,0,2,0,0,0,0,0,0,0,0,0
5,6,367,1,11,Bangladesh,Mohammad Naim Sheikh,Chamika Karunaratne,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,148852,13.51,52.62,0,0,,,Knuckleball,40,FLICK,0,0,6,0,2,0,0,0,0,0,0,0,0,0
6,1,367,1,11,Bangladesh,Liton Das,Binura Fernando,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,148853,82.11,32.82,0,0,,,Knuckleball,40,FLICK,0,0,1,1,2,0,1,0,0,0,0,0,0,0
7,2,367,1,11,Bangladesh,Liton Das,Binura Fernando,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,148854,1.08,58.60,0,0,,,Knuckleball,27,FORWARD PUSH,0,0,2,1,2,0,0,0,0,0,0,0,0,0
8,3,367,1,11,Bangladesh,Liton Das,Binura Fernando,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,148855,-56.48,-50.98,0,0,,,Knuckleball,44,GLIDE,0,0,3,1,2,0,0,0,0,0,0,0,0,0
9,4,367,1,11,Bangladesh,Liton Das,Binura Fernando,,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.4,1,1,0,148856,34.69,-148.13,4,0,,,Knuckleball,54,LEG GLANCE,0,0,4,1,6,0,0,0,0,0,0,0,0,0
10,5,367,1,11,Bangladesh,Liton Das,Binura Fernando,,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,148857,150.26,53.08,1,0,,,Knuckleball,40,FLICK,0,0,5,1,7,0,0,0,0,0,0,0,0,0
11,6,367,1,11,Bangladesh,Mohammad Naim Sheikh,Binura Fernando,,2,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,148858,122.17,96.82,2,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,6,1,9,0,0,0,0,0,0,0,0,0
12,1,367,1,11,Bangladesh,Liton Das,Dushmantha Chameera,,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,148859,83.95,59.53,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,1,2,10,0,1,0,0,0,0,0,0,0
