,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,389,1,21,Scotland,George Munsey,Jasprit Bumrah,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,153909,-26.09,42.49,0,0,,,Knuckleball,40,FLICK,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,389,1,21,Scotland,George Munsey,Jasprit Bumrah,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,153910,73.36,101.42,0,0,,,Knuckleball,84,OFF DRIVE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,389,1,21,Scotland,George Munsey,Jasprit Bumrah,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,153911,113.88,-77.22,1,0,,,Knuckleball,59,SQUARE DRIVE,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,389,1,21,Scotland,Kyle Coetzer,Jasprit Bumrah,,1,4,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.4,2,1,1,153912,-56.02,-69.86,1,0,,,Knuckleball,40,FLICK,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,389,1,21,Scotland,George Munsey,Jasprit Bumrah,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,153913,66.92,63.21,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,5,0,2,0,0,0,0,0,0,0,0,0
5,6,389,1,21,Scotland,George Munsey,Jasprit Bumrah,,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0.6,2,1,0,153914,-166.06,-71.24,6,0,,,Knuckleball,40,FLICK,0,0,6,0,8,0,0,0,0,0,0,0,0,0
6,1,389,1,21,Scotland,Kyle Coetzer,Varun Chakaravarthy,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,153915,62.77,53.54,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,1,8,0,1,0,0,0,0,0,0,0
7,2,389,1,21,Scotland,Kyle Coetzer,Varun Chakaravarthy,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,153916,62.77,53.54,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,2,1,8,0,0,0,0,0,0,0,0,0
8,3,389,1,21,Scotland,Kyle Coetzer,Varun Chakaravarthy,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,153917,109.28,16.24,1,0,,,Knuckleball,40,FLICK,0,0,3,1,9,0,0,0,0,0,0,0,0,0
9,4,389,1,21,Scotland,George Munsey,Varun Chakaravarthy,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,153918,-11.82,68.73,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,4,1,9,0,0,0,0,0,0,0,0,0
10,5,389,1,21,Scotland,George Munsey,Varun Chakaravarthy,,2,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.5,2,1,0,153919,77.51,-148.13,4,0,,,Knuckleball,56,REVERSE SWEEP,0,0,5,1,13,0,0,0,0,0,0,0,0,0
