,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.1,2,1,0,196448,-134.75,-80.45,4,0,,,Knuckleball,40,FRONTFOOT FLICK,0,0,1,0,4,0,1,0,0,0,0,0,0,0
1,2,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,196449,46.20,126.75,0,0,,,Knuckleball,53,FRONTFOOT STRAIGHT DRIVE,0,0,2,0,4,0,0,0,0,0,0,0,0,0
2,3,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,196450,-41.28,93.14,0,0,,,Knuckleball,53,FRONTFOOT STRAIGHT DRIVE,0,0,3,0,4,0,0,0,0,0,0,0,0,0
3,4,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,2,1,0,196451,173.74,-9.08,4,0,,,Knuckleball,59,FRONTFOOT SQUARE DRIVE,0,0,4,0,8,0,0,0,0,0,0,0,0,0
4,5,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,196452,82.11,-11.38,0,0,,,Knuckleball,16,BACKFOOT SQUARE DRIVE,0,0,5,0,8,0,0,0,0,0,0,0,0,0
5,6,479,1,35,Gujarat Titans,Matthew Wade,James Neesham,,1,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.6,2,1,0,196453,162.23,-24.73,4,0,,,Knuckleball,16,BACKFOOT SQUARE DRIVE,0,0,6,0,12,0,0,0,0,0,0,0,0,0
6,1,479,1,35,Gujarat Titans,Shubman Gill,Prasidh Krishna,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,196454,60.93,55.38,0,0,,,Knuckleball,46,FRONTFOOT PULL SHOT,0,0,1,1,12,0,1,0,0,0,0,0,0,0
7,2,479,1,35,Gujarat Titans,Shubman Gill,Prasidh Krishna,,2,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Run Out,WICKET,0,1.2,2,1,0,196455,-60.62,25.91,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,2,1,12,1,0,0,0,0,0,0,0,0
8,3,479,1,35,Gujarat Titans,Vijay Shankar,Prasidh Krishna,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,196456,-46.81,-4.01,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,3,1,12,1,0,0,0,0,0,0,0,0
9,4,479,1,35,Gujarat Titans,Vijay Shankar,Prasidh Krishna,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,196457,-30.69,17.63,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,4,1,12,1,0,0,0,0,0,0,0,0
10,5,479,1,35,Gujarat Titans,Vijay Shankar,Prasidh Krishna,,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.5,2,1,0,196458,-49.11,-112.68,1,0,,,Knuckleball,44,GLIDE,0,0,5,1,13,1,0,0,0,0,0,0,0,0
11,6,479,1,35,Gujarat Titans,Shubman Gill,Prasidh Krishna,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,2,1,0,196459,96.38,50.32,0,0,,,Knuckleball,46,FRONTFOOT PULL SHOT,0,0,6,1,13,1,0,0,0,0,0,0,0,0
13,1,479,1,35,Gujarat Titans,Vijay Shankar,Kuldeep Sen,,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.1,2,1,0,196460,86.26,-22.43,1,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,1,2,14,1,1,0,0,0,0,0,0,0
14,2,479,1,35,Gujarat Titans,Shubman Gill,Kuldeep Sen,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.2,2,1,0,196461,86.26,-22.43,1,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,2,2,15,1,0,0,0,0,0,0,0,0
15,3,479,1,35,Gujarat Titans,Vijay Shankar,Kuldeep Sen,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,2,1,0,196462,86.26,-22.43,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,3,2,15,1,0,0,0,0,0,0,0,0
16,4,479,1,35,Gujarat Titans,Vijay Shankar,Kuldeep Sen,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,2,1,0,196463,-20.10,34.66,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,4,2,15,1,0,0,0,0,0,0,0,0
17,5,479,1,35,Gujarat Titans,Vijay Shankar,Kuldeep Sen,,3,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,2.5,2,1,0,196464,-20.10,34.66,0,0,,,Knuckleball,36,CUT SHOT,0,0,5,2,15,2,1,0,0,0,0,0,0,0
18,6,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,2,1,0,196465,68.76,106.95,1,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,6,2,16,2,2,0,0,0,0,0,0,0
19,1,479,1,35,Gujarat Titans,Hardik Pandya,Yuzvendra Chahal,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,2,1,0,196466,-87.33,126.29,1,0,,,Knuckleball,6,BACKFOOT OFF DRIVE,0,0,1,3,17,2,3,0,0,0,0,0,0,0
20,2,479,1,35,Gujarat Titans,Shubman Gill,Yuzvendra Chahal,,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.2,2,1,0,196467,83.03,82.09,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,2,3,18,2,0,0,0,0,0,0,0,0
21,3,479,1,35,Gujarat Titans,Hardik Pandya,Yuzvendra Chahal,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,2,1,0,196468,-83.64,117.54,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,3,3,19,2,0,0,0,0,0,0,0,0
22,4,479,1,35,Gujarat Titans,Shubman Gill,Yuzvendra Chahal,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,2,1,0,196469,-88.25,13.94,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,4,3,19,2,0,0,0,0,0,0,0,0
23,5,479,1,35,Gujarat Titans,Shubman Gill,Yuzvendra Chahal,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,2,1,0,196470,-22.87,17.63,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,5,3,19,2,0,0,0,0,0,0,0,0
24,6,479,1,35,Gujarat Titans,Shubman Gill,Yuzvendra Chahal,,4,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.6,2,1,0,196471,-47.27,59.99,1,0,,,Knuckleball,21,STEP DOWN OFF DRIVE,0,0,6,3,20,2,0,0,0,0,0,0,0,0
25,1,479,1,35,Gujarat Titans,Shubman Gill,Kuldeep Sen,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.1,2,1,0,196472,-63.38,105.57,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,1,4,21,2,1,0,0,0,0,0,0,0
26,2,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,5,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.2,2,1,0,196473,-12.28,210.09,4,0,,,Knuckleball,13,LOFTED STRAIGHT,0,0,2,4,25,2,0,0,0,0,0,0,0,0
27,3,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.3,2,1,0,196474,-171.13,-53.74,4,0,,,Knuckleball,31,UPPER CUT,0,0,3,4,29,2,0,0,0,0,0,0,0,0
28,4,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,5,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.4,2,1,0,196475,-16.88,-153.65,4,0,,,Knuckleball,13,LOFTED STRAIGHT,0,0,4,4,33,2,0,0,0,0,0,0,0,0
29,5,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,2,1,0,196476,-73.97,93.14,0,0,,,Knuckleball,6,BACKFOOT OFF DRIVE,0,0,5,4,33,2,0,0,0,0,0,0,0,0
30,6,479,1,35,Gujarat Titans,Hardik Pandya,Kuldeep Sen,,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.6,2,1,0,196477,-15.04,-121.88,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,6,4,34,2,0,0,0,0,0,0,0,0
31,1,479,1,35,Gujarat Titans,Hardik Pandya,Prasidh Krishna,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,2,1,0,196478,-9.05,18.55,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,5,34,2,1,0,0,0,0,0,0,0
32,2,479,1,35,Gujarat Titans,Hardik Pandya,Prasidh Krishna,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,2,1,0,196479,-9.51,47.09,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,2,5,34,2,0,0,0,0,0,0,0,0
33,3,479,1,35,Gujarat Titans,Hardik Pandya,Prasidh Krishna,,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.3,2,1,0,196480,-53.26,-111.29,1,0,,,Knuckleball,44,GLIDE,0,0,3,5,35,2,0,0,0,0,0,0,0,0
