,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,197177,-58.32,22.69,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,197178,-58.32,22.69,0,0,,41,INSWINGER,54,LEG GLANCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,2,1,0,197179,48.50,-137.08,4,0,,38,STRAIGHT BALL,54,LEG GLANCE,0,0,3,0,4,0,0,0,0,0,0,0,0,0
3,4,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,197180,-75.82,22.23,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,197181,-61.08,47.55,0,0,,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,5,0,4,0,0,0,0,0,0,0,0,0
5,6,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.6,2,1,1,197182,-61.08,47.55,1,0,,46,LEGCUTTER,105,LEFT ALONE,0,0,6,0,5,0,0,0,0,0,0,0,0,0
6,7,482,1,19,Royal Challengers Bangalore,Faf Du Plessis,Mustafizur Rahman,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,197183,48.04,54.92,0,0,,41,INSWINGER,49,FORWARD DEFENCE,0,0,7,0,5,0,0,0,0,0,0,0,0,0
7,1,482,1,19,Royal Challengers Bangalore,Anuj Rawat,Shardul Thakur,,2,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,1.1,2,1,0,197184,48.04,54.92,0,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,1,1,5,1,1,0,0,0,0,0,0,0
8,2,482,1,19,Royal Challengers Bangalore,Virat Kohli,Shardul Thakur,,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,197185,-142.58,48.47,2,0,,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,2,1,7,1,2,0,0,0,0,0,0,0
9,3,482,1,19,Royal Challengers Bangalore,Virat Kohli,Shardul Thakur,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,197186,-143.50,22.69,1,0,,42,OUTSWINGER,52,BACKFOOT COVERDRIVE,0,0,3,1,8,1,0,0,0,0,0,0,0,0
