,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID
14,3,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,298717,-73.05,38.81,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,3,2,14,1,Outside Off stump,Good Length,3,0,0,0,0,0,0,0,1735,5443
15,4,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,298718,-73.05,38.81,0,0,,37,NIPPED AWAY,51,FRONTFOOT COVERDRIVE,0,0,4,2,14,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
16,5,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,298719,62.31,44.33,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,5,2,14,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
17,6,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,298720,-72.13,-24.27,0,0,,43,NIPBACKER,27,FORWARD PUSH,0,0,6,2,14,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,1735,5443
18,1,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,4,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.1,1,1,0,298721,132.76,-105.31,6,0,,38,STRAIGHT BALL,46,FRONTFOOT PULL SHOT,0,0,1,3,20,1,Outside Leg stump,Short of Good Length,1,0,0,0,0,0,0,0,5443,1735
19,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,4,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.2,1,1,0,298722,-177.57,38.81,4,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,2,3,24,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,5443,1735
20,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,298723,-66.15,124.91,1,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,3,3,25,1,Off stump,Good Length,0,0,0,0,0,0,0,0,5443,1735
21,4,856,1,13,Chennai Super Kings,Moeen Ali,Josh Little,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,298724,49.88,24.99,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,4,3,25,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,1735,5443
22,5,856,1,13,Chennai Super Kings,Moeen Ali,Josh Little,,4,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.5,1,1,0,298725,183.41,60.91,4,0,,39,ANGLED IN,51,FRONTFOOT COVERDRIVE,0,0,5,3,29,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
23,6,856,1,13,Chennai Super Kings,Moeen Ali,Josh Little,,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,298726,87.18,-0.79,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,6,3,29,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
24,1,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Mohammad Shami,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,1,1,0,298727,-73.05,59.99,0,0,,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,1,4,29,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0,5443,1735
25,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Mohammad Shami,,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,298728,54.95,91.76,1,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,2,4,30,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,5443,1735
26,3,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.3,1,1,0,298729,141.51,153.45,4,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,3,4,34,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
27,4,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,5,4,1 (NB),1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,0,4.4,1,1,1,298730,141.51,153.45,1,0,,8,OFF CUTTER,44,GLIDE,0,0,4,4,35,1,Outside Off stump,Full Toss,0,0,0,0,0,0,0,0,1735,5443
28,5,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,5,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,4.4,1,1,0,298731,140.13,156.68,6,0,,39,ANGLED IN,5,LOFTED OFF DRIVE,0,0,5,4,41,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,1735,5443
29,6,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,5,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.5,1,1,0,298732,-147.64,134.58,4,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,6,4,45,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,1735,5443
30,7,856,1,13,Chennai Super Kings,Moeen Ali,Mohammad Shami,,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,298733,-117.72,-59.27,1,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,7,4,46,1,Leg stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
31,1,856,1,13,Chennai Super Kings,Moeen Ali,Rashid Khan,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,298734,-49.57,21.31,0,0,,28,GOOGLY,95,SLOG SWEEP,0,0,1,5,46,1,Leg stump,Good Length,1,0,0,0,0,0,0,0,1735,5443
32,2,856,1,13,Chennai Super Kings,Moeen Ali,Rashid Khan,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,1,1,0,298735,60.93,88.99,0,0,,24,LEG SPIN,21,STEP DOWN OFF DRIVE,0,0,2,5,46,1,Outside Leg stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
33,3,856,1,13,Chennai Super Kings,Moeen Ali,Rashid Khan,,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.3,1,1,0,298736,60.93,88.99,0,0,,24,LEG SPIN,55,SWEEP SHOT,0,0,3,5,46,1,Leg stump,Good Length,0,0,0,0,0,0,0,0,1735,5443
34,4,856,1,13,Chennai Super Kings,Moeen Ali,Rashid Khan,,6,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.4,1,1,0,298737,-6.29,213.77,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-6-298737.png,28,GOOGLY,69,STEP DOWN LOFTED STRAIGHT DRIVE,0,0,4,5,50,1,Outside Leg stump,Good Length,0,1,1,0,1,0,0,0,1735,5443
35,5,856,1,13,Chennai Super Kings,Moeen Ali,Rashid Khan,,6,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,5.5,1,1,0,298738,-6.29,213.77,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-6-298738.png,24,LEG SPIN,61,INSIDE OUT,0,0,5,5,50,2,Outside Off stump,Full Length,1,0,1,0,0,0,0,0,1735,5443
36,6,856,1,13,Chennai Super Kings,Ben Stokes,Rashid Khan,,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.6,1,1,0,298739,36.53,119.38,1,0,,24,LEG SPIN,84,FRONTFOOT OFF DRIVE,0,0,6,5,51,2,Off stump,Full Length,2,0,1,0,0,0,0,0,1154,5443
37,1,856,1,13,Chennai Super Kings,Ben Stokes,Hardik Pandya,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.1,1,1,0,298740,-75.82,44.33,0,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,1,6,51,2,Outside Leg stump,Good Length,3,0,1,0,0,0,0,0,1154,5443
38,2,856,1,13,Chennai Super Kings,Ben Stokes,Hardik Pandya,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.2,1,1,0,298741,47.58,-8.62,1,0,,38,STRAIGHT BALL,49,FORWARD DEFENCE,0,0,2,6,52,2,Leg stump,Good Length,0,0,1,0,0,0,0,0,1154,5443
39,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Hardik Pandya,,7,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,6.3,1,1,0,298742,-154.09,115.24,6,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-7-298742.png,38,STRAIGHT BALL,15,LOFTED COVER DRIVE,0,0,3,6,58,2,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,1154
40,4,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Hardik Pandya,,7,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,6.4,1,1,0,298743,-149.03,135.96,6,0,,38,STRAIGHT BALL,15,LOFTED COVER DRIVE,0,0,4,6,64,2,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,1154
41,5,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Hardik Pandya,,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,298744,-55.10,97.74,0,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,5,6,64,2,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,1154
42,6,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Hardik Pandya,,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,298745,-70.29,28.68,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,6,6,64,2,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,1154
43,1,856,1,13,Chennai Super Kings,Ben Stokes,Rashid Khan,,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,298746,-74.90,129.05,1,0,,28,GOOGLY,97,BACKFOOT PUSH,0,0,1,7,65,2,Leg stump,Good Length,1,0,1,0,0,0,0,0,1154,5443
44,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Rashid Khan,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,298747,109.74,102.35,1,0,,24,LEG SPIN,97,BACKFOOT PUSH,0,0,2,7,66,2,Off stump,Good Length,0,0,1,0,0,0,0,0,5443,1154
45,3,856,1,13,Chennai Super Kings,Ben Stokes,Rashid Khan,,8,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.3,1,1,0,298748,52.18,214.69,4,0,,24,LEG SPIN,84,FRONTFOOT OFF DRIVE,0,0,3,7,70,2,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,1154,5443
46,4,856,1,13,Chennai Super Kings,Ben Stokes,Rashid Khan,,8,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,7.4,1,1,0,298749,52.18,214.69,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-8-298749.png,24,LEG SPIN,6,BACKFOOT OFF DRIVE,0,0,4,7,70,3,Off stump,Good Length,1,0,1,0,0,0,0,0,1154,5443
47,5,856,1,13,Chennai Super Kings,Ambati Rayudu,Rashid Khan,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,1,1,0,298750,60.01,77.02,1,0,,24,LEG SPIN,97,BACKFOOT PUSH,0,0,5,7,71,3,Off stump,Good Length,2,0,1,0,0,0,0,0,100,5443
48,6,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Rashid Khan,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,1,1,0,298751,106.97,83.93,1,0,,28,GOOGLY,97,BACKFOOT PUSH,0,0,6,7,72,3,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,5443,100
49,1,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,8.1,1,1,0,298752,158.54,-57.88,6,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,1,8,78,3,Off stump,Good Length,1,0,1,0,0,0,0,0,5443,100
50,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.2,1,1,0,298753,-76.28,-18.75,0,0,,38,STRAIGHT BALL,59,FRONTFOOT SQUARE DRIVE,0,0,2,8,78,3,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,100
51,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.3,1,1,0,298754,41.13,62.75,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,3,8,78,3,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,100
52,4,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,8.4,1,1,0,298755,172.82,-36.71,6,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-9-298755.png,39,ANGLED IN,46,FRONTFOOT PULL SHOT,0,0,4,8,84,3,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,5443,100
53,5,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.5,1,1,0,298756,-38.52,-49.14,0,0,,38,STRAIGHT BALL,44,GLIDE,0,0,5,8,84,3,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5443,100
54,6,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,9,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,8.6,1,1,0,298757,180.18,-19.67,6,0,,39,ANGLED IN,46,FRONTFOOT PULL SHOT,0,0,6,8,90,3,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,5443,100
55,1,856,1,13,Chennai Super Kings,Ambati Rayudu,Rashid Khan,,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.1,1,1,0,298758,60.47,62.29,0,0,,28,GOOGLY,97,BACKFOOT PUSH,0,0,1,9,90,3,Outside Off stump,Good Length,1,0,1,0,0,0,0,0,100,5443
56,2,856,1,13,Chennai Super Kings,Ambati Rayudu,Rashid Khan,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,1,1,0,298759,-122.32,-20.59,1,0,,28,GOOGLY,36,CUT SHOT,0,0,2,9,91,3,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,100,5443
57,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Rashid Khan,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,1,1,0,298760,-80.88,-21.05,1,0,,24,LEG SPIN,97,BACKFOOT PUSH,0,0,3,9,92,3,Leg stump,Good Length,0,0,1,0,0,0,0,0,5443,100
58,4,856,1,13,Chennai Super Kings,Ambati Rayudu,Rashid Khan,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,1,1,0,298761,-73.97,124.45,1,0,,24,LEG SPIN,27,FORWARD PUSH,0,0,4,9,93,3,Off stump,Full Length,0,0,1,0,0,0,0,0,100,5443
59,5,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Rashid Khan,,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.5,1,1,0,298762,-58.78,59.99,0,0,,24,LEG SPIN,21,STEP DOWN OFF DRIVE,0,0,5,9,93,3,Off stump,Good Length,0,0,1,0,0,0,0,0,5443,100
60,6,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Rashid Khan,,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.6,1,1,0,298763,-65.23,55.84,0,0,,28,GOOGLY,97,BACKFOOT PUSH,0,0,6,9,93,3,Off stump,Good Length,0,0,1,0,0,0,0,0,5443,100
61,1,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.1,1,1,0,298764,-56.02,55.38,0,0,,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,1,10,93,3,Off stump,Good Length,1,0,1,0,0,0,0,0,100,5443
62,2,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.2,1,1,0,298765,-56.02,55.38,0,0,,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,2,10,93,3,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,100,5443
63,3,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.3,1,1,0,298766,-56.02,55.38,0,0,,38,STRAIGHT BALL,58,BACKFOOT PULL SHOT,0,0,3,10,93,3,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,100,5443
64,4,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,11,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.4,1,1,0,298767,127.23,62.29,1,0,,38,STRAIGHT BALL,70,STEP DOWN PULL SHOT,0,0,4,10,94,3,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,100,5443
65,5,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.5,1,1,0,298768,48.50,43.87,0,0,,8,OFF CUTTER,21,STEP DOWN OFF DRIVE,0,0,5,10,94,3,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,5443,100
66,6,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,11,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,10.6,1,1,0,298769,171.90,-15.53,6,0,,8,OFF CUTTER,58,BACKFOOT PULL SHOT,0,0,6,10,100,3,Outside Leg stump,Short of Good Length,0,1,2,0,0,1,0,0,5443,100
67,1,856,1,13,Chennai Super Kings,Ambati Rayudu,Yash Dayal,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,1,1,0,298770,-106.67,93.14,1,0,,30,ANGLED ACROSS,122,STEP DOWN LOFTED OFF DRIVE,0,0,1,11,101,3,Outside Off stump,Full Toss,1,0,2,0,0,0,0,0,100,5443
68,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Yash Dayal,,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.2,1,1,0,298771,-58.32,85.77,0,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,2,11,101,3,Off stump,Good Length,0,0,2,0,0,0,0,0,5443,100
69,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Yash Dayal,,12,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,11.3,1,1,0,298772,-135.67,155.76,6,0,,20,BACKHAND SLOWER,5,LOFTED OFF DRIVE,0,0,3,11,107,3,Off stump,Full Length,0,0,2,0,0,0,0,0,5443,100
70,4,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Yash Dayal,,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.4,1,1,0,298773,-60.62,-40.85,0,0,,30,ANGLED ACROSS,59,FRONTFOOT SQUARE DRIVE,0,0,4,11,107,3,Off stump,Good Length,0,0,2,0,0,0,0,0,5443,100
71,5,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Yash Dayal,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.5,1,1,0,298774,126.77,89.91,1,0,,20,BACKHAND SLOWER,27,FORWARD PUSH,0,0,5,11,108,3,Leg stump,Good Length,0,0,2,0,0,0,0,0,5443,100
72,6,856,1,13,Chennai Super Kings,Ambati Rayudu,Yash Dayal,,12,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,11.6,1,1,0,298775,191.23,24.07,6,0,,20,BACKHAND SLOWER,46,FRONTFOOT PULL SHOT,0,0,6,11,114,3,Outside Leg stump,Good Length,0,0,2,0,0,0,0,0,100,5443
73,1,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.1,1,1,0,298776,-71.67,-31.64,1,0,,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,1,12,115,3,Leg stump,Short of Good Length,1,0,2,0,0,0,0,0,5443,100
74,2,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.2,1,1,0,298777,-40.36,-47.29,1,0,,30,ANGLED ACROSS,46,FRONTFOOT PULL SHOT,0,0,2,12,116,3,Leg stump,Good Length,0,0,2,0,0,0,0,0,100,5443
75,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,13,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,12.3,1,1,0,298778,175.12,63.67,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-13-298778.png,38,STRAIGHT BALL,11,LOFTED ON DRIVE,0,0,3,12,120,3,Outside Leg stump,Good Length,0,0,2,0,0,0,0,0,5443,100
76,4,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Josh Little,,13,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.4,1,1,0,298779,-114.95,138.72,1,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,4,12,121,3,Off stump,Good Length,0,0,2,0,0,0,0,0,5443,100
77,5,856,1,13,Chennai Super Kings,Ambati Rayudu,Josh Little,,13,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,12.5,1,1,0,298780,-114.95,138.72,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Gujarat-Titans-VS-Chennai-Super-Kings-(31-Mar-2023)/File_1-13-298780.png,38,STRAIGHT BALL,69,STEP DOWN LOFTED STRAIGHT DRIVE,0,0,5,12,121,4,Leg stump,Good Length,1,0,2,0,0,0,0,0,100,5443
78,6,856,1,13,Chennai Super Kings,Shivam Dube,Josh Little,,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.6,1,1,0,298781,45.74,61.37,0,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,6,12,121,4,Outside Off stump,Good Length,2,0,2,0,0,0,0,0,5431,5443
79,1,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.1,1,1,0,298782,124.93,101.88,1,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,1,13,122,4,Off stump,Good Length,3,0,2,0,0,0,0,0,5443,5431
80,2,856,1,13,Chennai Super Kings,Shivam Dube,Alzarri Joseph,,14,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.2,1,1,0,298783,80.27,10.72,1,0,,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,2,13,123,4,Outside Leg stump,Short of Good Length,0,0,2,0,0,0,0,0,5431,5443
81,3,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Alzarri Joseph,,14,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.3,1,1,0,298784,-61.08,168.65,1,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,3,13,124,4,Off stump,Full Length,0,0,2,0,0,0,0,0,5443,5431
82,4,856,1,13,Chennai Super Kings,Shivam Dube,Alzarri Joseph,,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.4,1,1,0,298785,-61.08,168.65,0,0,,30,ANGLED ACROSS,5,LOFTED OFF DRIVE,0,0,4,13,124,4,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,5431,5443
83,5,856,1,13,Chennai Super Kings,Shivam Dube,Alzarri Joseph,,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.5,1,1,0,298786,-61.08,168.65,0,0,,36,BOUNCER,105,LEFT ALONE,1,0,5,13,124,4,Outside Leg stump,Short Length,0,0,2,0,0,0,0,0,5431,5443
84,6,856,1,13,Chennai Super Kings,Shivam Dube,Alzarri Joseph,,14,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.6,1,1,0,298787,-77.66,71.50,1,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,6,13,125,4,Outside Leg stump,Good Length,0,0,2,0,0,0,0,0,5431,5443
85,1,856,1,13,Chennai Super Kings,Shivam Dube,Hardik Pandya,,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.1,1,1,0,298788,-114.03,24.53,1,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,1,14,126,4,Outside Leg stump,Short of Good Length,1,0,2,0,0,0,0,0,5431,5443
86,2,856,1,13,Chennai Super Kings,Ruturaj Gaikwad,Hardik Pandya,,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.2,1,1,0,298789,146.11,49.40,1,0,,39,ANGLED IN,46,FRONTFOOT PULL SHOT,0,0,2,14,127,4,Outside Off stump,Short of Good Length,0,0,2,0,0,0,0,0,5443,5431
