,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,193522,-72.13,-20.59,0,0,,42,OUTSWINGER,27,FORWARD PUSH,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,193523,-80.42,40.65,1,0,,42,OUTSWINGER,27,FORWARD PUSH,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2,3,467,1,77,Lucknow Super Giants,Quinton De Kock,Bhuvneshwar Kumar,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,193524,76.13,79.78,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,467,1,77,Lucknow Super Giants,Quinton De Kock,Bhuvneshwar Kumar,,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,193525,-84.56,-75.84,1,0,,38,STRAIGHT BALL,54,LEG GLANCE,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,193526,76.59,20.85,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,0,2,0,0,0,0,0,0,0,0,0
5,6,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,193527,-102.06,-80.45,1,0,,38,STRAIGHT BALL,36,CUT SHOT,0,0,6,0,3,0,0,0,0,0,0,0,0,0
7,1,467,1,77,Lucknow Super Giants,K L Rahul,Washington Sundar,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.1,1,1,0,193528,-129.23,155.76,4,0,,25,OFF SPIN,84,FRONTFOOT OFF DRIVE,0,0,1,1,7,0,1,0,0,0,0,0,0,0
8,2,467,1,77,Lucknow Super Giants,K L Rahul,Washington Sundar,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,193529,124.01,89.91,1,0,,25,OFF SPIN,97,BACKFOOT PUSH,0,0,2,1,8,0,0,0,0,0,0,0,0,0
9,3,467,1,77,Lucknow Super Giants,Quinton De Kock,Washington Sundar,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,193530,29.16,54.46,0,0,,25,OFF SPIN,27,FORWARD PUSH,0,0,3,1,8,0,0,0,0,0,0,0,0,0
10,4,467,1,77,Lucknow Super Giants,Quinton De Kock,Washington Sundar,,2,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,1.4,1,1,0,193531,83.03,67.81,0,0,,23,ARM BALL,61,INSIDE OUT,0,0,4,1,8,1,1,0,0,0,0,0,0,0
11,5,467,1,77,Lucknow Super Giants,Evin Lewis,Washington Sundar,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,193532,83.03,67.81,0,0,,25,OFF SPIN,55,SWEEP SHOT,0,0,5,1,8,1,2,0,0,0,0,0,0,0
12,6,467,1,77,Lucknow Super Giants,Evin Lewis,Washington Sundar,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,193533,83.03,67.81,0,0,,25,OFF SPIN,55,SWEEP SHOT,0,0,6,1,8,1,0,0,0,0,0,0,0,0
13,1,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,193534,54.49,90.37,0,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,1,2,8,1,1,0,0,0,0,0,0,0
14,2,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,193535,-120.02,-29.80,1,0,,43,NIPBACKER,97,BACKFOOT PUSH,0,0,2,2,9,1,0,0,0,0,0,0,0,0
15,3,467,1,77,Lucknow Super Giants,Evin Lewis,Bhuvneshwar Kumar,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,193536,-120.02,-29.80,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,3,2,9,1,0,0,0,0,0,0,0,0
16,4,467,1,77,Lucknow Super Giants,Evin Lewis,Bhuvneshwar Kumar,,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,193537,-120.48,18.09,1,0,,38,STRAIGHT BALL,97,BACKFOOT PUSH,0,0,4,2,10,1,0,0,0,0,0,0,0,0
17,5,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,3,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,193538,127.23,54.46,2,0,,42,OUTSWINGER,97,BACKFOOT PUSH,0,0,5,2,12,1,0,0,0,0,0,0,0,0
18,6,467,1,77,Lucknow Super Giants,K L Rahul,Bhuvneshwar Kumar,,3,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.6,1,1,0,193539,-149.03,-75.84,4,0,,38,STRAIGHT BALL,59,FRONTFOOT SQUARE DRIVE,0,0,6,2,16,1,0,0,0,0,0,0,0,0
19,1,467,1,77,Lucknow Super Giants,Evin Lewis,Washington Sundar,,4,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,3.1,1,1,0,193540,-149.03,-75.84,0,0,,25,OFF SPIN,95,SLOG SWEEP,0,0,1,3,16,2,1,0,0,0,0,0,0,0
20,2,467,1,77,Lucknow Super Giants,Manish Pandey,Washington Sundar,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,193541,-58.32,40.65,0,0,,25,OFF SPIN,51,FRONTFOOT COVERDRIVE,0,0,2,3,16,2,2,0,0,0,0,0,0,0
21,3,467,1,77,Lucknow Super Giants,Manish Pandey,Washington Sundar,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,193542,-58.32,40.65,0,0,,25,OFF SPIN,50,BACKFOOT DEFENCE,0,0,3,3,16,2,0,0,0,0,0,0,0,0
22,4,467,1,77,Lucknow Super Giants,Manish Pandey,Washington Sundar,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,193543,-88.25,6.12,0,0,,25,OFF SPIN,97,BACKFOOT PUSH,0,0,4,3,16,2,0,0,0,0,0,0,0,0
23,5,467,1,77,Lucknow Super Giants,Manish Pandey,Washington Sundar,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,193544,-88.25,6.12,0,0,,25,OFF SPIN,97,BACKFOOT PUSH,0,0,5,3,16,2,0,0,0,0,0,0,0,0
24,6,467,1,77,Lucknow Super Giants,Manish Pandey,Washington Sundar,,4,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,193545,94.08,101.88,1,0,,25,OFF SPIN,97,BACKFOOT PUSH,0,0,6,3,17,2,0,0,0,0,0,0,0,0
25,1,467,1,77,Lucknow Super Giants,Manish Pandey,Romario Shepherd,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,1,1,0,193546,60.93,42.03,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,1,4,17,2,1,0,0,0,0,0,0,0
26,2,467,1,77,Lucknow Super Giants,Manish Pandey,Romario Shepherd,,5,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.2,1,1,0,193547,178.34,77.48,4,0,,38,STRAIGHT BALL,46,FRONTFOOT PULL SHOT,0,0,2,4,21,2,0,0,0,0,0,0,0,0
27,3,467,1,77,Lucknow Super Giants,Manish Pandey,Romario Shepherd,,5,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,4.3,1,1,0,193548,162.69,-4.47,6,0,,39,ANGLED IN,46,FRONTFOOT PULL SHOT,0,0,3,4,27,2,0,0,0,0,0,0,0,0
28,4,467,1,77,Lucknow Super Giants,Manish Pandey,Romario Shepherd,,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,193549,72.44,48.01,0,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,4,4,27,2,0,0,0,0,0,0,0,0
29,5,467,1,77,Lucknow Super Giants,Manish Pandey,Romario Shepherd,,5,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,4.5,1,1,0,193550,63.69,94.52,0,0,,39,ANGLED IN,11,LOFTED ON DRIVE,0,0,5,4,27,3,1,0,0,0,0,0,0,0
30,6,467,1,77,Lucknow Super Giants,Deepak Hooda,Romario Shepherd,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,193551,74.74,29.14,0,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,6,4,27,3,2,0,0,0,0,0,0,0
31,1,467,1,77,Lucknow Super Giants,K L Rahul,Washington Sundar,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,193552,-92.85,12.56,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,1,5,27,3,3,0,0,0,0,0,0,0
