,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,1,1,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.1,1,1,1,833582,,,1,0,,41,INSWINGER,50,BACKFOOT DEFENCE,0,0,1,0,1,0,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0
1,2,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,833583,63.50,41.50,0,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,2,0,1,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0
2,3,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,833584,63.50,41.50,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,3,0,1,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
3,4,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,833585,116.00,41.50,1,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,4,0,2,0,Outside Off stump,Short Length,0,0,0,0,0,0,0,0
4,5,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,833586,-211.50,34.50,4,0,,38,STRAIGHT BALL,36,CUT SHOT,0,0,5,0,6,0,Outside Off stump,Short Length,0,0,0,0,0,0,0,0
5,6,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0.6,1,1,0,833587,-68.50,221.50,6,0,,39,ANGLED IN,122,STEP DOWN LOFTED OFF DRIVE,0,0,6,0,12,0,Outside Off stump,Short Length,0,0,0,0,0,0,0,0
6,1,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.1,1,1,1,833588,-68.50,221.50,1,0,,30,ANGLED ACROSS,105,LEFT ALONE,0,0,1,1,13,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
7,2,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,1,1,0,833589,214.00,13.50,6,0,,30,ANGLED ACROSS,58,BACKFOOT PULL SHOT,0,0,2,1,19,0,Outside Leg stump,Short Length,0,0,0,0,0,0,0,0
8,3,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,2,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.2,1,1,1,833590,214.00,13.50,1,0,,30,ANGLED ACROSS,105,LEFT ALONE,0,0,3,1,20,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0
9,4,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,833591,214.00,13.50,0,0,,30,ANGLED ACROSS,105,LEFT ALONE,0,0,4,1,20,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
10,5,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,833592,70.50,37.50,0,0,,30,ANGLED ACROSS,18,SLOG SHOT,0,0,5,1,20,0,Leg stump,Good Length,0,0,0,0,0,0,0,0
11,6,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,833593,70.50,37.50,0,0,,30,ANGLED ACROSS,44,GLIDE,0,0,6,1,20,0,Outside Off stump,Yorker,0,0,0,0,0,0,0,0
12,7,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.5,1,1,0,833594,-202.00,1.00,4,0,,30,ANGLED ACROSS,36,CUT SHOT,0,0,7,1,24,0,Outside Off stump,Short Length,0,0,0,0,0,0,0,0
13,8,2504,1,77,Lucknow Super Giants,Josh Inglis,Sushant Mishra,,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,833595,-149.00,-52.00,1,0,,30,ANGLED ACROSS,44,GLIDE,0,0,8,1,25,0,Outside Off stump,Full Toss,0,0,0,0,0,0,0,0
14,1,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,1,1,0,833596,42.00,-162.50,4,0,,39,ANGLED IN,99,SCOOP,0,0,1,2,29,0,Leg stump,Full Length,1,0,0,0,0,0,0,0
15,2,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,3,2,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,833597,136.50,140.00,3,0,,39,ANGLED IN,70,STEP DOWN PULL SHOT,0,0,2,2,32,0,Middle stump,Short of Good Length,0,0,0,0,0,0,0,0
16,3,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,3,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.3,1,1,0,833598,200.50,-8.50,4,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,3,2,36,0,Off stump,Good Length,0,0,0,0,0,0,0,0
17,4,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,833599,200.50,-8.50,0,0,,36,BOUNCER,70,STEP DOWN PULL SHOT,1,0,4,2,36,0,Middle stump,Short Length,0,0,0,0,0,0,0,0
18,5,2504,1,77,Lucknow Super Giants,Mitchell Marsh,Jofra Archer,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,833600,60.00,110.00,1,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,2,37,0,Leg stump,Yorker,0,0,0,0,0,0,0,0
19,6,2504,1,77,Lucknow Super Giants,Josh Inglis,Jofra Archer,,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,833601,-159.00,-19.50,1,0,,39,ANGLED IN,15,LOFTED COVER DRIVE,0,0,6,2,38,0,Leg stump,Good Length,0,0,0,0,0,0,0,0
20,1,2504,1,77,Lucknow Super Giants,Josh Inglis,Sandeep Sharma,,4,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.1,1,1,0,833602,95.00,-132.50,4,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,1,3,42,0,Leg stump,Good Length,1,0,0,0,0,0,0,0
21,2,2504,1,77,Lucknow Super Giants,Josh Inglis,Sandeep Sharma,,4,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.2,1,1,0,833603,-206.50,21.00,4,0,,39,ANGLED IN,114,STEP DOWN LOFTED COVER DRIVE,0,0,2,3,46,0,Middle stump,Good Length,0,0,0,0,0,0,0,0
22,3,2504,1,77,Lucknow Super Giants,Josh Inglis,Sandeep Sharma,,4,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.3,1,1,0,833604,163.50,-102.50,6,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,3,3,52,0,Outside Leg stump,Full Toss,0,1,1,0,1,0,0,0
23,4,2504,1,77,Lucknow Super Giants,Josh Inglis,Sandeep Sharma,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,833605,30.50,18.00,1,0,,39,ANGLED IN,24,REVERSE SCOOP,0,0,4,3,53,0,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0
