,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,197915,-71.21,17.17,0,0,,42,OUTSWINGER,50,BACKFOOT DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,197916,39.29,12.10,0,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,197917,-45.89,-14.14,0,0,,38,STRAIGHT BALL,84,FRONTFOOT OFF DRIVE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,197918,-45.89,-14.14,0,0,,36,BOUNCER,58,BACKFOOT PULL SHOT,1,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,1,5,2 (NB),2,1,1,0,0,0,1,0,1,0,0,0,0,0,,,0,0.5,2,1,1,197919,-99.30,-86.43,2,0,,42,OUTSWINGER,44,GLIDE,0,0,5,0,2,0,0,0,0,0,0,0,0,0
5,6,485,1,18,Rajasthan Royals,Devdutt Padikkal,Umesh Yadav,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,197920,-99.30,-86.43,0,0,,30,ANGLED ACROSS,15,LOFTED COVER DRIVE,0,0,6,0,2,0,0,0,0,0,0,0,0,0
6,7,485,1,18,Rajasthan Royals,Devdutt Padikkal,Umesh Yadav,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,197921,52.18,25.91,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,7,0,2,0,0,0,0,0,0,0,0,0
7,1,485,1,18,Rajasthan Royals,Jos Buttler,Shivam Mavi,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,197922,52.18,25.91,0,0,,43,NIPBACKER,97,BACKFOOT PUSH,0,0,1,1,2,0,1,0,0,0,0,0,0,0
8,2,485,1,18,Rajasthan Royals,Jos Buttler,Shivam Mavi,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,197923,-54.64,92.68,1,0,,38,STRAIGHT BALL,21,STEP DOWN OFF DRIVE,0,0,2,1,3,0,0,0,0,0,0,0,0,0
9,3,485,1,18,Rajasthan Royals,Devdutt Padikkal,Shivam Mavi,,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.3,2,1,0,197924,-166.98,108.79,4,0,,38,STRAIGHT BALL,47,FRONTFOOT ON DRIVE,0,0,3,1,7,0,0,0,0,0,0,0,0,0
10,4,485,1,18,Rajasthan Royals,Devdutt Padikkal,Shivam Mavi,,2,4,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,1.4,2,1,1,197925,-45.43,-33.02,1,0,,38,STRAIGHT BALL,54,LEG GLANCE,0,0,4,1,8,0,0,0,0,0,0,0,0,0
11,5,485,1,18,Rajasthan Royals,Jos Buttler,Shivam Mavi,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,2,1,0,197926,-64.77,49.40,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,1,8,0,0,0,0,0,0,0,0,0
12,6,485,1,18,Rajasthan Royals,Jos Buttler,Shivam Mavi,,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.6,2,1,0,197927,-43.13,84.39,1,0,,41,INSWINGER,97,BACKFOOT PUSH,0,0,6,1,9,0,0,0,0,0,0,0,0,0
14,1,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,2,1,0,197928,74.28,202.72,4,0,,38,STRAIGHT BALL,11,LOFTED ON DRIVE,0,0,1,2,13,0,1,0,0,0,0,0,0,0
15,2,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2.2,2,1,0,197929,145.19,157.60,6,0,,38,STRAIGHT BALL,11,LOFTED ON DRIVE,0,0,2,2,19,0,0,0,0,0,0,0,0,0
16,3,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,2,1,0,197930,73.82,102.81,0,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,3,2,19,0,0,0,0,0,0,0,0,0
17,4,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,2,1,0,197931,73.82,102.81,0,0,,38,STRAIGHT BALL,5,LOFTED OFF DRIVE,0,0,4,2,19,0,0,0,0,0,0,0,0,0
18,5,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,5,2 (BY),2,0,0,0,0,1,2,0,0,1,0,0,0,0,,,0,2.5,2,1,1,197932,73.82,102.81,2,0,,16,SLOW BOUNCER,58,BACKFOOT PULL SHOT,0,0,5,2,21,0,0,0,0,0,0,0,0,0
19,6,485,1,18,Rajasthan Royals,Jos Buttler,Umesh Yadav,,3,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,2,1,0,197933,-151.79,-17.83,4,0,,39,ANGLED IN,59,FRONTFOOT SQUARE DRIVE,0,0,6,2,25,0,0,0,0,0,0,0,0,0
20,1,485,1,18,Rajasthan Royals,Devdutt Padikkal,Varun Chakaravarthy,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,2,1,0,197934,-104.82,-41.77,1,0,,28,GOOGLY,54,LEG GLANCE,0,0,1,3,26,0,1,0,0,0,0,0,0,0
21,2,485,1,18,Rajasthan Royals,Jos Buttler,Varun Chakaravarthy,,4,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.2,2,1,0,197935,-28.39,214.69,6,0,,33,CARROM BALL,13,LOFTED STRAIGHT,0,0,2,3,32,0,0,0,0,0,0,0,0,0
22,3,485,1,18,Rajasthan Royals,Jos Buttler,Varun Chakaravarthy,,4,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,3.3,2,1,0,197936,133.22,82.09,2,0,,33,CARROM BALL,27,FORWARD PUSH,0,0,3,3,34,0,0,0,0,0,0,0,0,0
23,4,485,1,18,Rajasthan Royals,Jos Buttler,Varun Chakaravarthy,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.4,2,1,0,197937,133.68,15.32,1,0,,33,CARROM BALL,58,BACKFOOT PULL SHOT,0,0,4,3,35,0,0,0,0,0,0,0,0,0
