,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,198867,,,0,0,,30,ANGLED ACROSS,105,LEFT ALONE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,198868,,,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,198869,,,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,198870,-73.97,-126.95,4,0,,37,NIPPED AWAY,58,BACKFOOT PULL SHOT,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,198871,-73.97,-126.95,0,0,,37,NIPPED AWAY,105,LEFT ALONE,0,0,5,0,4,0,0,0,0,0,0,0,0,0
5,6,489,1,18,Rajasthan Royals,Jos Buttler,Khaleel Ahmed,,1,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.6,1,1,0,198872,-87.33,-131.55,4,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,6,0,8,0,0,0,0,0,0,0,0,0
6,1,489,1,18,Rajasthan Royals,Devdutt Padikkal,Shardul Thakur,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,198873,45.74,88.99,0,0,,41,INSWINGER,49,FORWARD DEFENCE,0,0,1,1,8,0,1,0,0,0,0,0,0,0
7,2,489,1,18,Rajasthan Royals,Devdutt Padikkal,Shardul Thakur,,2,2,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,1.2,1,1,1,198874,45.74,88.99,1,0,,41,INSWINGER,,,0,0,2,1,9,0,0,0,0,0,0,0,0,0
8,3,489,1,18,Rajasthan Royals,Jos Buttler,Shardul Thakur,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,198875,-44.51,57.68,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,3,1,9,0,0,0,0,0,0,0,0,0
9,4,489,1,18,Rajasthan Royals,Jos Buttler,Shardul Thakur,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,198876,-44.51,57.68,0,0,,42,OUTSWINGER,36,CUT SHOT,0,0,4,1,9,0,0,0,0,0,0,0,0,0
