,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,509,1,19,Royal Challengers Bangalore,Virat Kohli,Jagadeesha Suchith,,1,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,0.1,2,1,0,203713,61.39,57.68,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/IPL-2022/Sunrisers-Hyderabad-VS-Royal-Challengers-Bangalore-(08-May-2022)/File_1-1-203713.jpg,10,ORTHODOX,47,FRONTFOOT ON DRIVE,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,2,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Jagadeesha Suchith,,1,2,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.2,2,1,1,203714,61.39,57.68,1,0,,23,ARM BALL,105,LEFT ALONE,0,0,2,0,1,1,2,0,0,0,0,0,0,0
2,3,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Jagadeesha Suchith,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,203715,147.95,25.45,1,0,,10,ORTHODOX,40,FRONTFOOT FLICK,0,0,3,0,2,1,0,0,0,0,0,0,0,0
3,4,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Jagadeesha Suchith,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,203716,-0.31,42.03,0,0,,10,ORTHODOX,49,FORWARD DEFENCE,0,0,4,0,2,1,0,0,0,0,0,0,0,0
4,5,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Jagadeesha Suchith,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,203717,23.18,43.87,0,0,,23,ARM BALL,50,BACKFOOT DEFENCE,0,0,5,0,2,1,0,0,0,0,0,0,0,0
5,6,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Jagadeesha Suchith,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,203718,65.54,56.76,0,0,,23,ARM BALL,47,FRONTFOOT ON DRIVE,0,0,6,0,2,1,0,0,0,0,0,0,0,0
6,7,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Jagadeesha Suchith,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,203719,8.90,57.68,0,0,,23,ARM BALL,27,FORWARD PUSH,0,0,7,0,2,1,0,0,0,0,0,0,0,0
7,1,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Bhuvneshwar Kumar,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,203720,-56.02,24.53,0,0,,38,STRAIGHT BALL,50,BACKFOOT DEFENCE,0,0,1,1,2,1,1,0,0,0,0,0,0,0
8,2,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Bhuvneshwar Kumar,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,203721,-68.45,-100.71,1,0,,42,OUTSWINGER,44,GLIDE,0,0,2,1,3,1,0,0,0,0,0,0,0,0
9,3,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Bhuvneshwar Kumar,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,203722,-71.21,82.09,1,0,,38,STRAIGHT BALL,84,FRONTFOOT OFF DRIVE,0,0,3,1,4,1,0,0,0,0,0,0,0,0
10,4,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Bhuvneshwar Kumar,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,203723,-44.05,66.43,0,0,,38,STRAIGHT BALL,27,FORWARD PUSH,0,0,4,1,4,1,0,0,0,0,0,0,0,0
11,5,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Bhuvneshwar Kumar,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,2,1,0,203724,47.12,107.87,0,0,,42,OUTSWINGER,47,FRONTFOOT ON DRIVE,0,0,5,1,4,1,0,0,0,0,0,0,0,0
12,6,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Bhuvneshwar Kumar,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,2,1,0,203725,47.12,107.87,0,0,,43,NIPBACKER,27,FORWARD PUSH,0,0,6,1,4,1,0,0,0,0,0,0,0,0
14,1,509,1,19,Royal Challengers Bangalore,Faf Du Plessis,Jagadeesha Suchith,,3,1,2 (WD),2,0,0,0,0,0,2,1,0,0,0,0,0,0,,,0,2.1,2,1,1,203726,47.12,107.87,2,0,,23,ARM BALL,54,LEG GLANCE,0,0,1,2,6,1,1,0,0,0,0,0,0,0
15,2,509,1,19,Royal Challengers Bangalore,Rajat Patidar,Jagadeesha Suchith,,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.1,2,1,0,203727,129.54,-56.04,2,0,,10,ORTHODOX,11,LOFTED ON DRIVE,0,0,2,2,8,1,0,0,0,0,0,0,0,0
