,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,505,1,14,Delhi Capitals,Mandeep Singh,Bhuvneshwar Kumar,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,202748,,,0,0,,,Knuckleball,105,LEFT ALONE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,505,1,14,Delhi Capitals,Mandeep Singh,Bhuvneshwar Kumar,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,202749,,,0,0,,,Knuckleball,105,LEFT ALONE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,505,1,14,Delhi Capitals,Mandeep Singh,Bhuvneshwar Kumar,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,202750,,,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,505,1,14,Delhi Capitals,Mandeep Singh,Bhuvneshwar Kumar,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,202751,,,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,505,1,14,Delhi Capitals,Mandeep Singh,Bhuvneshwar Kumar,,1,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,0.5,2,1,0,202752,,,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/IPL-2022/Delhi-Capitals-VS-Sunrisers-Hyderabad-(05-May-2022)/File_1-1-202752.jpg,,Knuckleball,49,FORWARD DEFENCE,0,0,5,0,0,1,1,0,0,0,0,0,0,0
5,6,505,1,14,Delhi Capitals,Mitchell Marsh,Bhuvneshwar Kumar,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,202753,-24.25,20.39,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,6,0,0,1,2,0,0,0,0,0,0,0
7,1,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.1,2,1,0,202754,166.37,125.83,4,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,1,1,4,1,3,0,0,0,0,0,0,0
8,2,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,202755,80.73,82.09,1,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,2,1,5,1,0,0,0,0,0,0,0,0
9,3,505,1,14,Delhi Capitals,Mitchell Marsh,Sean Abbott,,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.3,2,1,0,202756,181.10,-19.67,4,0,,,Knuckleball,46,FRONTFOOT PULL SHOT,0,0,3,1,9,1,0,0,0,0,0,0,0,0
10,4,505,1,14,Delhi Capitals,Mitchell Marsh,Sean Abbott,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,202757,-47.27,130.89,1,0,,,Knuckleball,84,FRONTFOOT OFF DRIVE,0,0,4,1,10,1,0,0,0,0,0,0,0,0
