,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Sandeep Sharma,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,191323,-33.92,41.11,0,0,,41,INSWINGER,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Sandeep Sharma,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,191324,-61.54,38.35,0,0,,41,INSWINGER,50,BACKFOOT DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Sandeep Sharma,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,191325,-76.28,7.96,0,0,,41,INSWINGER,50,BACKFOOT DEFENCE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Sandeep Sharma,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,191326,-69.83,-18.29,0,0,,42,OUTSWINGER,97,BACKFOOT PUSH,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Sandeep Sharma,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,191327,-74.44,-85.05,1,0,,42,OUTSWINGER,44,GLIDE,0,0,5,0,1,0,0,0,0,0,0,0,0,0
5,6,458,1,19,Royal Challengers Bangalore,Anuj Rawat,Sandeep Sharma,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,2,1,0,191328,55.41,16.71,0,0,,42,OUTSWINGER,77,STEP DOWN DEFENCE,0,0,6,0,1,0,0,0,0,0,0,0,0,0
6,1,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,1,5 (WD),5,0,0,0,0,0,5,1,0,0,0,1,0,0,,,0,1.1,2,1,1,191329,55.41,16.71,5,0,,41,INSWINGER,54,LEG GLANCE,0,0,1,1,6,0,1,0,0,0,0,0,0,0
7,2,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,191330,49.42,43.87,0,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,2,1,6,0,0,0,0,0,0,0,0,0
8,3,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,2,4 (LB),4,0,0,0,0,1,4,0,0,0,1,1,0,0,,,0,1.2,2,1,1,191331,49.42,43.87,4,0,,41,INSWINGER,54,LEG GLANCE,0,0,3,1,10,0,0,0,0,0,0,0,0,0
9,4,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,191332,-66.15,30.52,0,0,,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,4,1,10,0,0,0,0,0,0,0,0,0
10,5,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,191333,-63.85,-11.84,0,0,,42,OUTSWINGER,50,BACKFOOT DEFENCE,0,0,5,1,10,0,0,0,0,0,0,0,0,0
11,6,458,1,19,Royal Challengers Bangalore,Faf Du Plessis,Arshdeep Singh,,2,5,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,1.5,2,1,1,191334,-63.85,-11.84,1,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,6,1,11,0,0,0,0,0,0,0,0,0
12,7,458,1,19,Royal Challengers Bangalore,Anuj Rawat,Arshdeep Singh,,2,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.6,2,1,1,191335,-63.85,-11.84,1,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,7,1,12,0,0,0,0,0,0,0,0,0
