,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,478,1,15,Punjab Kings,Mayank Agarwal,Basil Thampi,,1,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.1,2,1,0,196196,-160.54,-68.47,4,0,,,Knuckleball,36,CUT SHOT,0,0,1,0,4,0,1,0,0,0,0,0,0,0
1,2,478,1,15,Punjab Kings,Mayank Agarwal,Basil Thampi,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,196197,-160.54,-68.47,0,0,,,Knuckleball,105,LEFT ALONE,0,0,2,0,4,0,0,0,0,0,0,0,0,0
2,3,478,1,15,Punjab Kings,Mayank Agarwal,Basil Thampi,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,2,1,0,196198,-180.79,-28.42,4,0,,,Knuckleball,36,CUT SHOT,0,0,3,0,8,0,0,0,0,0,0,0,0,0
3,4,478,1,15,Punjab Kings,Mayank Agarwal,Basil Thampi,,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,196199,-82.26,-98.40,1,0,,,Knuckleball,44,GLIDE,0,0,4,0,9,0,0,0,0,0,0,0,0,0
4,5,478,1,15,Punjab Kings,Shikhar Dhawan,Basil Thampi,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,2,1,0,196200,66.92,-32.10,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,5,0,9,0,0,0,0,0,0,0,0,0
5,6,478,1,15,Punjab Kings,Shikhar Dhawan,Basil Thampi,,1,6,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,0.6,2,1,1,196201,-38.52,-60.65,1,0,,,Knuckleball,54,LEG GLANCE,0,0,6,0,10,0,0,0,0,0,0,0,0,0
6,1,478,1,15,Punjab Kings,Shikhar Dhawan,Jaydev Unadkat,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,2,1,0,196202,98.69,185.22,6,0,,,Knuckleball,122,STEP DOWN LOFTED OFF DRIVE,0,0,1,1,16,0,1,0,0,0,0,0,0,0
7,2,478,1,15,Punjab Kings,Shikhar Dhawan,Jaydev Unadkat,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,196203,-82.26,1.97,1,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,2,1,17,0,0,0,0,0,0,0,0,0
8,3,478,1,15,Punjab Kings,Mayank Agarwal,Jaydev Unadkat,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,196204,-67.07,-11.84,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,3,1,17,0,0,0,0,0,0,0,0,0
9,4,478,1,15,Punjab Kings,Mayank Agarwal,Jaydev Unadkat,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,196205,76.59,15.78,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,4,1,17,0,0,0,0,0,0,0,0,0
